date,ward_id,rainfall,temperature,humidity,aqi
2026-01-10,W001,21.52,33.24,82.38,155
2026-01-10,W002,96.27,32.64,83.38,118
2026-01-10,W003,19.1,31.01,68.39,59
2026-01-10,W004,103.03,26.22,83.58,167
2026-01-10,W005,41.96,32.21,85.5,107
2026-01-10,W006,2.84,25.93,66.49,67
2026-01-10,W007,116.03,26.79,77.45,152
2026-01-10,W008,81.54,32.44,66.59,57
2026-01-10,W009,13.84,33.7,61.25,117
2026-01-10,W010,4.59,29.97,67.1,130
2026-01-11,W001,52.37,33.84,59.05,197
2026-01-11,W002,22.81,24.44,70.26,183
2026-01-11,W003,111.07,29.38,80.18,239
2026-01-11,W004,88.44,25.97,70.1,220
2026-01-11,W005,110.49,30.23,78.22,81
2026-01-11,W006,86.37,27.0,65.82,154
2026-01-11,W007,39.14,30.97,74.4,99
2026-01-11,W008,50.45,33.4,78.71,94
2026-01-11,W009,73.86,27.01,74.18,50
2026-01-11,W010,36.46,26.1,82.5,205
2026-01-12,W001,78.56,28.65,70.48,104
2026-01-12,W002,61.34,31.94,88.59,238
2026-01-12,W003,20.36,24.85,73.04,212
2026-01-12,W004,74.31,24.93,88.32,110
2026-01-12,W005,80.74,26.25,61.97,56
2026-01-12,W006,5.55,33.84,76.39,246
2026-01-12,W007,8.74,28.14,77.04,99
2026-01-12,W008,86.2,27.84,68.99,87
2026-01-12,W009,78.73,24.06,81.28,247
2026-01-12,W010,106.26,31.78,62.66,228
2026-01-13,W001,62.15,24.5,63.72,81
2026-01-13,W002,54.78,32.01,78.37,193
2026-01-13,W003,71.45,33.5,86.2,206
2026-01-13,W004,97.8,32.92,69.94,190
2026-01-13,W005,53.51,25.59,85.15,165
2026-01-13,W006,31.1,26.47,77.32,246
2026-01-13,W007,93.32,28.85,63.37,162
2026-01-13,W008,9.3,26.86,64.51,131
2026-01-13,W009,107.16,24.81,60.28,148
2026-01-13,W010,83.27,31.06,57.25,154
2026-01-14,W001,39.71,28.66,57.18,157
2026-01-14,W002,46.74,31.7,88.11,55
2026-01-14,W003,102.81,31.66,68.31,51
2026-01-14,W004,113.13,26.99,68.65,157
2026-01-14,W005,64.59,31.35,83.0,106
2026-01-14,W006,58.59,26.73,72.0,149
2026-01-14,W007,40.34,30.79,69.15,92
2026-01-14,W008,100.86,33.2,89.33,186
2026-01-14,W009,3.24,27.94,74.75,56
2026-01-14,W010,10.07,28.29,85.34,96
2026-01-15,W001,6.03,27.79,62.41,133
2026-01-15,W002,40.5,32.8,64.74,157
2026-01-15,W003,30.27,24.82,55.68,188
2026-01-15,W004,6.25,33.52,62.85,67
2026-01-15,W005,93.75,30.52,81.4,113
2026-01-15,W006,23.92,24.2,60.33,82
2026-01-15,W007,56.83,25.14,88.17,169
2026-01-15,W008,83.94,31.67,60.87,205
2026-01-15,W009,115.65,31.18,82.22,91
2026-01-15,W010,115.77,25.08,55.9,129
2026-01-16,W001,69.1,33.08,68.14,233
2026-01-16,W002,23.8,29.92,84.07,112
2026-01-16,W003,12.23,31.72,84.76,203
2026-01-16,W004,96.66,31.96,74.81,60
2026-01-16,W005,41.66,28.28,67.97,179
2026-01-16,W006,77.71,24.13,69.7,175
2026-01-16,W007,12.66,33.61,77.25,167
2026-01-16,W008,84.88,28.35,80.68,216
2026-01-16,W009,32.41,32.08,73.84,173
2026-01-16,W010,55.78,32.26,75.74,132
2026-01-17,W001,102.21,32.31,58.03,165
2026-01-17,W002,29.26,28.65,76.36,147
2026-01-17,W003,40.37,28.94,66.38,174
2026-01-17,W004,25.45,31.98,66.91,202
2026-01-17,W005,84.14,26.76,55.36,98
2026-01-17,W006,10.27,31.2,72.1,244
2026-01-17,W007,28.84,28.76,79.91,164
2026-01-17,W008,95.15,24.93,62.76,227
2026-01-17,W009,29.2,30.64,67.92,191
2026-01-17,W010,63.71,28.26,81.11,134
2026-01-18,W001,42.22,28.54,65.73,109
2026-01-18,W002,14.48,25.93,59.18,187
2026-01-18,W003,114.11,30.9,61.7,239
2026-01-18,W004,58.1,31.25,89.18,184
2026-01-18,W005,71.61,33.81,84.14,125
2026-01-18,W006,27.3,25.79,55.5,186
2026-01-18,W007,15.19,24.46,56.91,124
2026-01-18,W008,83.69,25.26,85.4,175
2026-01-18,W009,12.31,24.12,64.95,172
2026-01-18,W010,52.86,25.84,56.8,172
2026-01-19,W001,13.69,24.65,72.21,197
2026-01-19,W002,75.53,24.54,60.22,194
2026-01-19,W003,113.9,24.85,63.69,192
2026-01-19,W004,91.73,30.06,82.68,107
2026-01-19,W005,93.08,27.8,86.8,126
2026-01-19,W006,103.22,33.9,65.69,208
2026-01-19,W007,7.23,33.6,58.47,245
2026-01-19,W008,24.93,26.11,78.11,90
2026-01-19,W009,28.78,29.52,60.48,154
2026-01-19,W010,54.06,29.94,65.19,109
2026-01-20,W001,34.57,26.83,85.09,68
2026-01-20,W002,82.49,33.24,82.57,210
2026-01-20,W003,70.77,32.04,61.92,79
2026-01-20,W004,65.35,30.48,86.79,86
2026-01-20,W005,8.57,25.66,65.77,241
2026-01-20,W006,98.91,33.21,70.37,169
2026-01-20,W007,82.64,31.0,87.99,178
2026-01-20,W008,64.8,28.38,75.93,160
2026-01-20,W009,88.14,30.04,55.91,108
2026-01-20,W010,115.43,32.36,75.13,55
2026-01-21,W001,119.95,30.72,64.43,60
2026-01-21,W002,91.57,25.75,73.16,163
2026-01-21,W003,109.93,25.81,75.49,212
2026-01-21,W004,97.71,33.69,71.45,154
2026-01-21,W005,40.0,30.7,85.02,134
2026-01-21,W006,49.4,28.95,78.19,152
2026-01-21,W007,97.63,29.5,70.92,130
2026-01-21,W008,30.29,25.16,82.04,181
2026-01-21,W009,98.99,24.01,85.43,168
2026-01-21,W010,49.59,25.88,67.66,243
2026-01-22,W001,59.82,28.42,56.81,118
2026-01-22,W002,65.91,33.28,70.33,228
2026-01-22,W003,58.17,24.29,77.05,111
2026-01-22,W004,85.17,27.11,55.48,154
2026-01-22,W005,11.19,33.92,86.95,168
2026-01-22,W006,113.65,30.48,60.39,233
2026-01-22,W007,35.02,31.05,69.54,173
2026-01-22,W008,117.63,26.44,74.29,148
2026-01-22,W009,22.87,29.99,81.12,84
2026-01-22,W010,103.68,26.76,82.65,156
2026-01-23,W001,40.79,31.88,64.35,50
2026-01-23,W002,33.94,26.99,75.54,218
2026-01-23,W003,58.76,25.49,73.85,138
2026-01-23,W004,39.89,31.63,68.2,132
2026-01-23,W005,104.35,33.81,63.36,148
2026-01-23,W006,28.03,31.76,56.53,240
2026-01-23,W007,56.76,33.13,68.34,219
2026-01-23,W008,95.09,30.52,60.32,59
2026-01-23,W009,15.15,33.65,66.62,75
2026-01-23,W010,104.9,28.4,73.41,166
2026-01-24,W001,1.84,25.44,85.48,89
2026-01-24,W002,8.98,31.82,64.28,209
2026-01-24,W003,83.12,30.5,84.81,222
2026-01-24,W004,103.12,27.8,66.08,233
2026-01-24,W005,106.49,28.88,73.94,208
2026-01-24,W006,8.21,30.31,87.23,108
2026-01-24,W007,89.61,28.34,58.45,212
2026-01-24,W008,84.47,25.01,60.82,126
2026-01-24,W009,108.41,24.46,82.87,125
2026-01-24,W010,43.02,28.31,63.55,155
2026-01-25,W001,67.91,31.93,60.95,70
2026-01-25,W002,73.14,27.83,78.91,177
2026-01-25,W003,109.54,25.43,71.14,115
2026-01-25,W004,55.15,30.67,86.46,169
2026-01-25,W005,108.15,30.78,60.53,163
2026-01-25,W006,113.43,33.88,65.47,158
2026-01-25,W007,82.84,28.57,65.57,148
2026-01-25,W008,102.4,25.07,68.35,141
2026-01-25,W009,68.98,33.93,65.33,218
2026-01-25,W010,47.5,24.08,85.28,249
2026-01-26,W001,89.36,24.49,76.22,177
2026-01-26,W002,99.94,33.03,82.15,108
2026-01-26,W003,72.85,27.52,77.28,208
2026-01-26,W004,30.08,31.56,81.86,224
2026-01-26,W005,100.6,30.28,86.62,215
2026-01-26,W006,4.73,31.89,56.17,143
2026-01-26,W007,87.88,24.9,65.33,241
2026-01-26,W008,49.86,26.01,82.53,143
2026-01-26,W009,63.7,33.13,84.07,115
2026-01-26,W010,109.69,33.44,88.86,125
2026-01-27,W001,89.59,27.39,59.03,69
2026-01-27,W002,16.89,33.67,85.1,235
2026-01-27,W003,80.93,27.97,84.6,192
2026-01-27,W004,43.89,31.91,55.49,187
2026-01-27,W005,14.83,27.69,81.22,117
2026-01-27,W006,70.15,32.22,87.91,77
2026-01-27,W007,80.98,28.71,76.68,193
2026-01-27,W008,39.36,30.1,77.67,212
2026-01-27,W009,98.86,33.09,65.58,154
2026-01-27,W010,14.0,24.45,56.3,176
2026-01-28,W001,13.93,26.35,73.81,149
2026-01-28,W002,54.44,30.7,81.01,188
2026-01-28,W003,50.3,31.42,60.41,156
2026-01-28,W004,78.59,32.34,76.55,121
2026-01-28,W005,3.93,27.71,70.52,110
2026-01-28,W006,102.65,24.99,79.0,189
2026-01-28,W007,108.2,30.45,57.12,120
2026-01-28,W008,22.78,25.22,84.68,166
2026-01-28,W009,11.0,26.12,77.38,55
2026-01-28,W010,6.07,27.34,89.61,194
2026-01-29,W001,24.62,32.3,74.4,200
2026-01-29,W002,25.91,32.7,66.5,87
2026-01-29,W003,94.64,29.96,64.7,87
2026-01-29,W004,118.5,29.4,82.95,78
2026-01-29,W005,79.33,24.26,55.52,110
2026-01-29,W006,70.66,24.16,64.29,82
2026-01-29,W007,89.01,29.26,81.1,171
2026-01-29,W008,53.79,27.62,75.78,165
2026-01-29,W009,60.46,33.45,56.52,250
2026-01-29,W010,109.05,30.59,65.56,214
2026-01-30,W001,115.68,24.61,71.76,152
2026-01-30,W002,51.15,25.08,79.93,163
2026-01-30,W003,8.82,24.81,76.29,66
2026-01-30,W004,15.14,30.24,75.49,232
2026-01-30,W005,39.02,33.95,73.57,166
2026-01-30,W006,60.67,28.3,82.76,79
2026-01-30,W007,102.34,30.51,81.91,234
2026-01-30,W008,103.86,28.3,86.08,155
2026-01-30,W009,40.67,28.53,69.56,74
2026-01-30,W010,37.51,27.13,63.92,89
2026-01-31,W001,82.42,28.74,58.19,71
2026-01-31,W002,11.19,24.97,80.86,83
2026-01-31,W003,66.76,29.86,74.66,134
2026-01-31,W004,80.4,28.11,85.58,242
2026-01-31,W005,50.75,33.16,56.8,123
2026-01-31,W006,72.05,27.52,75.23,104
2026-01-31,W007,18.57,28.82,84.65,139
2026-01-31,W008,101.44,27.68,81.69,196
2026-01-31,W009,27.14,28.29,74.63,246
2026-01-31,W010,98.21,30.14,77.49,56
2026-02-01,W001,73.08,30.58,79.27,57
2026-02-01,W002,21.65,31.03,65.81,136
2026-02-01,W003,42.12,25.81,60.01,218
2026-02-01,W004,48.09,25.42,77.16,57
2026-02-01,W005,11.01,29.3,68.17,166
2026-02-01,W006,40.91,27.7,80.26,248
2026-02-01,W007,112.97,29.96,85.92,89
2026-02-01,W008,18.89,30.18,78.59,119
2026-02-01,W009,53.17,28.24,76.25,156
2026-02-01,W010,32.78,31.55,58.98,160
2026-02-02,W001,13.31,30.78,75.76,184
2026-02-02,W002,80.06,24.45,68.83,203
2026-02-02,W003,6.57,26.04,88.09,246
2026-02-02,W004,16.47,26.56,66.48,51
2026-02-02,W005,59.69,28.31,59.52,186
2026-02-02,W006,84.44,29.0,84.17,140
2026-02-02,W007,8.65,32.62,56.48,54
2026-02-02,W008,55.17,24.78,65.96,159
2026-02-02,W009,68.81,31.09,69.62,79
2026-02-02,W010,48.6,33.66,61.02,208
2026-02-03,W001,55.21,30.9,67.66,161
2026-02-03,W002,101.34,26.43,75.61,184
2026-02-03,W003,9.44,32.71,81.1,106
2026-02-03,W004,39.97,25.68,72.87,79
2026-02-03,W005,63.67,25.94,82.17,139
2026-02-03,W006,87.29,32.19,83.53,110
2026-02-03,W007,12.34,26.56,61.07,89
2026-02-03,W008,91.23,30.56,61.2,247
2026-02-03,W009,75.35,28.64,74.73,198
2026-02-03,W010,53.87,33.24,74.76,212
2026-02-04,W001,118.38,27.23,88.98,130
2026-02-04,W002,18.11,24.68,70.48,127
2026-02-04,W003,95.56,29.91,67.32,68
2026-02-04,W004,37.25,28.52,56.99,123
2026-02-04,W005,9.21,32.64,84.94,207
2026-02-04,W006,71.29,27.84,75.31,239
2026-02-04,W007,107.51,28.5,83.34,216
2026-02-04,W008,22.59,30.05,72.55,65
2026-02-04,W009,54.06,32.11,84.31,232
2026-02-04,W010,10.12,30.46,56.37,231
2026-02-05,W001,52.53,28.39,73.3,90
2026-02-05,W002,43.67,33.18,68.56,248
2026-02-05,W003,40.6,29.98,82.62,215
2026-02-05,W004,40.16,27.3,74.53,148
2026-02-05,W005,34.1,31.24,77.98,204
2026-02-05,W006,104.79,27.33,75.4,86
2026-02-05,W007,110.01,27.1,77.96,219
2026-02-05,W008,47.03,29.95,87.83,129
2026-02-05,W009,67.07,30.43,66.5,82
2026-02-05,W010,80.41,32.29,80.86,225
2026-02-06,W001,109.49,24.93,78.47,180
2026-02-06,W002,43.42,27.63,61.31,104
2026-02-06,W003,41.01,31.66,61.72,85
2026-02-06,W004,18.59,26.96,82.58,179
2026-02-06,W005,92.5,32.35,85.93,59
2026-02-06,W006,79.43,32.76,76.63,202
2026-02-06,W007,45.21,25.62,84.1,247
2026-02-06,W008,74.97,33.03,80.24,61
2026-02-06,W009,49.3,30.76,63.31,163
2026-02-06,W010,73.27,31.52,82.43,109
2026-02-07,W001,64.08,27.09,83.3,170
2026-02-07,W002,108.48,25.94,78.74,196
2026-02-07,W003,118.13,28.62,64.86,147
2026-02-07,W004,60.35,28.19,60.67,101
2026-02-07,W005,96.15,25.38,63.75,214
2026-02-07,W006,57.67,27.71,87.7,232
2026-02-07,W007,101.51,32.51,64.98,245
2026-02-07,W008,19.24,28.49,72.97,161
2026-02-07,W009,11.01,33.11,83.58,139
2026-02-07,W010,111.66,28.15,68.88,145
2026-02-08,W001,28.29,33.95,68.12,57
2026-02-08,W002,38.24,24.99,80.01,135
2026-02-08,W003,94.97,25.38,65.04,170
2026-02-08,W004,83.53,25.39,79.69,164
2026-02-08,W005,73.84,33.06,55.67,105
2026-02-08,W006,100.2,29.49,80.45,185
2026-02-08,W007,50.79,31.76,63.32,81
2026-02-08,W008,5.73,28.2,82.79,167
2026-02-08,W009,7.54,32.37,72.49,187
2026-02-08,W010,1.97,29.15,63.47,86
2026-02-09,W001,34.95,24.02,67.35,196
2026-02-09,W002,49.99,30.64,58.0,142
2026-02-09,W003,8.12,29.26,72.76,179
2026-02-09,W004,66.5,27.9,71.45,212
2026-02-09,W005,46.43,27.73,81.16,141
2026-02-09,W006,94.62,27.45,80.65,210
2026-02-09,W007,12.44,29.82,81.48,84
2026-02-09,W008,5.32,29.46,83.47,94
2026-02-09,W009,99.65,30.85,89.33,172
2026-02-09,W010,75.81,32.11,57.21,248
2026-02-10,W001,113.23,24.37,62.06,101
2026-02-10,W002,106.29,27.16,65.85,151
2026-02-10,W003,118.69,29.43,63.87,242
2026-02-10,W004,77.63,26.86,85.17,62
2026-02-10,W005,103.9,27.32,59.36,144
2026-02-10,W006,52.43,28.0,70.39,148
2026-02-10,W007,40.68,25.87,79.22,144
2026-02-10,W008,110.92,29.19,83.04,236
2026-02-10,W009,50.94,28.31,89.83,96
2026-02-10,W010,65.46,27.21,57.8,219
2026-02-11,W001,35.48,28.46,80.12,92
2026-02-11,W002,82.77,27.52,56.48,140
2026-02-11,W003,73.78,28.35,77.38,64
2026-02-11,W004,9.0,30.38,67.72,241
2026-02-11,W005,81.53,33.53,60.0,205
2026-02-11,W006,81.37,28.38,59.42,110
2026-02-11,W007,93.42,27.66,68.4,195
2026-02-11,W008,3.89,25.53,70.75,144
2026-02-11,W009,44.64,31.63,75.09,185
2026-02-11,W010,44.03,27.14,64.75,79
2026-02-12,W001,3.11,25.86,73.12,193
2026-02-12,W002,14.13,31.75,79.64,104
2026-02-12,W003,119.56,26.86,87.08,175
2026-02-12,W004,24.02,25.36,57.59,94
2026-02-12,W005,107.84,28.45,58.07,224
2026-02-12,W006,116.11,33.87,78.37,231
2026-02-12,W007,7.79,29.42,86.2,90
2026-02-12,W008,85.42,33.27,77.32,142
2026-02-12,W009,61.05,25.21,62.03,85
2026-02-12,W010,28.41,28.94,67.63,196
2026-02-13,W001,44.27,32.04,74.31,206
2026-02-13,W002,106.11,24.66,68.94,233
2026-02-13,W003,86.26,29.26,81.92,197
2026-02-13,W004,8.85,33.72,77.48,165
2026-02-13,W005,55.9,29.17,59.49,249
2026-02-13,W006,66.16,29.88,81.87,83
2026-02-13,W007,51.91,33.11,56.94,81
2026-02-13,W008,62.17,27.04,60.67,231
2026-02-13,W009,27.06,33.47,73.16,122
2026-02-13,W010,101.51,26.51,77.23,191
2026-02-14,W001,32.93,30.25,76.5,73
2026-02-14,W002,60.31,25.69,87.96,89
2026-02-14,W003,20.54,30.24,86.57,136
2026-02-14,W004,101.1,29.64,83.88,57
2026-02-14,W005,9.75,33.49,81.99,117
2026-02-14,W006,78.14,31.67,69.58,213
2026-02-14,W007,3.63,32.89,74.1,214
2026-02-14,W008,114.8,28.83,83.16,225
2026-02-14,W009,48.73,28.54,79.1,90
2026-02-14,W010,52.75,28.84,62.14,205
2026-02-15,W001,17.24,32.61,66.18,138
2026-02-15,W002,117.04,25.31,67.97,193
2026-02-15,W003,12.74,26.42,59.29,165
2026-02-15,W004,29.75,24.97,65.16,148
2026-02-15,W005,103.7,28.18,88.69,90
2026-02-15,W006,97.62,33.34,80.24,98
2026-02-15,W007,91.57,28.98,73.02,177
2026-02-15,W008,105.49,28.97,58.15,150
2026-02-15,W009,60.65,33.67,62.53,140
2026-02-15,W010,5.84,26.81,75.91,217
2026-02-16,W001,80.7,26.86,55.29,77
2026-02-16,W002,51.71,32.82,80.46,245
2026-02-16,W003,48.39,24.45,56.79,193
2026-02-16,W004,23.36,29.53,57.57,179
2026-02-16,W005,54.04,29.5,83.89,209
2026-02-16,W006,81.65,25.19,89.13,150
2026-02-16,W007,44.78,33.87,74.52,143
2026-02-16,W008,90.6,25.99,72.82,178
2026-02-16,W009,4.83,24.39,79.98,171
2026-02-16,W010,62.32,25.49,86.26,85
2026-02-17,W001,39.36,30.13,60.69,207
2026-02-17,W002,88.72,26.99,66.77,180
2026-02-17,W003,63.88,31.09,65.49,54
2026-02-17,W004,44.2,30.74,89.3,199
2026-02-17,W005,36.92,32.99,85.52,211
2026-02-17,W006,3.2,28.75,88.85,250
2026-02-17,W007,116.65,29.78,62.96,63
2026-02-17,W008,70.02,25.71,77.02,208
2026-02-17,W009,92.95,27.8,83.76,112
2026-02-17,W010,3.79,33.48,58.85,54
2026-02-18,W001,52.92,28.19,69.45,102
2026-02-18,W002,49.25,31.75,87.22,238
2026-02-18,W003,87.29,31.06,73.15,193
2026-02-18,W004,39.01,30.62,73.39,130
2026-02-18,W005,114.8,28.6,73.66,189
2026-02-18,W006,42.51,31.72,80.23,214
2026-02-18,W007,96.44,26.64,71.95,113
2026-02-18,W008,33.48,26.98,87.95,126
2026-02-18,W009,92.54,31.05,79.16,175
2026-02-18,W010,38.04,27.49,87.68,234
2026-02-19,W001,32.81,25.22,78.68,147
2026-02-19,W002,107.49,27.95,67.08,247
2026-02-19,W003,96.55,26.9,65.07,232
2026-02-19,W004,9.48,33.24,77.96,241
2026-02-19,W005,57.49,26.02,73.85,193
2026-02-19,W006,83.54,25.37,76.55,200
2026-02-19,W007,28.71,24.51,86.68,107
2026-02-19,W008,76.55,24.52,69.47,233
2026-02-19,W009,56.69,30.81,59.81,190
2026-02-19,W010,117.35,25.58,77.85,171
2026-02-20,W001,57.29,25.99,88.74,132
2026-02-20,W002,34.25,24.59,81.91,216
2026-02-20,W003,68.9,29.35,80.31,59
2026-02-20,W004,109.59,25.75,85.88,95
2026-02-20,W005,112.07,24.36,84.27,176
2026-02-20,W006,22.36,31.49,85.53,124
2026-02-20,W007,105.21,24.09,74.88,77
2026-02-20,W008,111.41,27.35,70.9,214
2026-02-20,W009,65.2,28.94,87.85,179
2026-02-20,W010,56.16,25.93,58.94,91
2026-02-21,W001,87.73,30.48,80.15,53
2026-02-21,W002,88.39,31.91,74.87,243
2026-02-21,W003,23.18,30.11,77.36,153
2026-02-21,W004,99.24,29.15,58.04,221
2026-02-21,W005,11.45,33.82,71.71,113
2026-02-21,W006,0.82,27.84,70.64,118
2026-02-21,W007,114.48,27.02,80.3,52
2026-02-21,W008,31.39,27.6,63.27,220
2026-02-21,W009,14.19,27.07,69.19,178
2026-02-21,W010,110.77,32.88,81.94,226
2026-02-22,W001,14.09,33.16,65.33,207
2026-02-22,W002,26.5,33.57,71.74,166
2026-02-22,W003,89.73,30.06,69.55,190
2026-02-22,W004,109.54,31.57,83.07,105
2026-02-22,W005,91.42,30.8,75.85,70
2026-02-22,W006,63.06,29.28,67.66,194
2026-02-22,W007,13.47,32.29,86.6,101
2026-02-22,W008,68.72,25.5,66.48,183
2026-02-22,W009,53.02,30.8,80.09,175
2026-02-22,W010,10.91,29.1,83.3,166
2026-02-23,W001,15.83,28.15,74.74,193
2026-02-23,W002,55.49,32.07,80.31,151
2026-02-23,W003,30.53,24.03,62.63,68
2026-02-23,W004,5.43,27.45,57.23,65
2026-02-23,W005,112.15,24.69,87.68,58
2026-02-23,W006,34.45,25.8,59.74,214
2026-02-23,W007,117.4,30.46,69.71,147
2026-02-23,W008,53.82,33.17,68.21,70
2026-02-23,W009,81.93,30.62,73.88,217
2026-02-23,W010,103.23,25.19,89.75,150
2026-02-24,W001,63.46,31.28,62.79,50
2026-02-24,W002,90.74,33.78,71.21,234
2026-02-24,W003,65.33,29.32,83.82,113
2026-02-24,W004,55.28,25.55,61.6,235
2026-02-24,W005,91.86,24.32,78.11,207
2026-02-24,W006,91.93,32.84,55.55,102
2026-02-24,W007,8.07,29.94,70.63,222
2026-02-24,W008,84.39,24.49,80.92,152
2026-02-24,W009,52.68,29.4,81.4,248
2026-02-24,W010,6.77,29.04,65.12,237
2026-02-25,W001,69.13,29.77,82.04,132
2026-02-25,W002,28.43,32.76,89.5,183
2026-02-25,W003,26.53,27.01,57.13,201
2026-02-25,W004,105.57,33.12,76.91,159
2026-02-25,W005,66.7,24.47,67.05,214
2026-02-25,W006,80.56,31.86,66.16,156
2026-02-25,W007,48.99,27.0,61.44,187
2026-02-25,W008,56.82,32.49,65.53,231
2026-02-25,W009,17.32,28.63,57.02,155
2026-02-25,W010,116.13,29.57,59.69,112
2026-02-26,W001,30.6,27.3,57.77,165
2026-02-26,W002,101.66,24.92,80.36,98
2026-02-26,W003,6.18,27.77,76.17,60
2026-02-26,W004,104.83,25.88,81.66,235
2026-02-26,W005,80.57,26.17,62.31,135
2026-02-26,W006,36.38,33.09,62.41,98
2026-02-26,W007,115.45,25.17,89.99,172
2026-02-26,W008,109.73,30.96,79.63,151
2026-02-26,W009,109.82,29.52,82.14,147
2026-02-26,W010,55.95,30.49,65.79,142
2026-02-27,W001,61.54,28.97,58.45,234
2026-02-27,W002,56.34,32.4,87.0,144
2026-02-27,W003,37.55,24.46,85.24,239
2026-02-27,W004,17.51,26.61,87.72,198
2026-02-27,W005,86.4,26.95,61.87,108
2026-02-27,W006,45.58,32.33,72.48,217
2026-02-27,W007,113.22,27.38,81.72,175
2026-02-27,W008,115.98,30.42,72.17,93
2026-02-27,W009,87.93,27.52,59.9,189
2026-02-27,W010,58.6,33.17,73.97,214
2026-02-28,W001,114.87,29.24,84.37,69
