school_id,school_name,school_category,school_type,address,class_from,class_to,ward_code_source,latitude,longitude,source_file,source_id,website,source,verification_status,coordinate_valid,geometry,ward_code_source_raw,gis_ward,urban_ward_code,validation_status
SCH_00146,ST LOUIS CONVENT LP,aided,2-Girls,"Louis Convent Marg, 4 Bungalows, Andheri West,Mumbai - 400053.",1,4,KE,19.127075,72.824233,Mumbai Aided Schools Map.kml,146,www.stlouisconventhighschool.org,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.824233 19.127075 0),KE,KW,KW,ward_mismatch
SCH_00147,MUMBAI URDU LP,aided,3-Co-educational,Bld No 3C Andheri United CHS Ltd Near Noor Masjid VP Road Gaondevi Dongri Andheri W Mumbai 400058,1,4,KE,19.120215,72.84095,Mumbai Aided Schools Map.kml,147,www.education.maharashtra.gov.in/saral/27220400430,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.84095 19.120215 0),KE,KW,KW,ward_mismatch
SCH_00148,SHREE RAM WELFARE SOCIETY HIGH SCHOOL,aided,3-Co-educational,Shree Ram Nagar Opp S V Road Andheri west Mumbai 400 058,1,4,KE,19.118076,72.84096,Mumbai Aided Schools Map.kml,148,srws.org.in,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.84096 19.118076 0),KE,KW,KW,ward_mismatch
SCH_00149,NAVJIVAN KALYAN VIDYALAYA,aided,3-Co-educational,Behram Baug jogeshwari West Mumbai 102,1,4,KE,19.142858,72.83683,Mumbai Aided Schools Map.kml,149,education.maharashtra.gov.in/saral/27220400439,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.83683 19.142858 0),KE,KW,KW,ward_mismatch
SCH_00150,ABDULLA QURESHI HINDI LP,aided,3-Co-educational,"Patelwadi , Behrambaug, Jogeshwari West",1,4,KE,19.141012,72.836637,Mumbai Aided Schools Map.kml,150,education.maharashtra.gov.in/saral/27220400440,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.836637 19.141012 0),KE,KW,KW,ward_mismatch
SCH_00151,ST CATHERINES LP MAR,aided,3-Co-educational,ST CATHERINES HOME VEERA DESAI ROAD ANDHERI WEST 400058,1,4,KE,19.133981,72.840659,Mumbai Aided Schools Map.kml,151,education.maharashtra.gov.in/saral/27220400465,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.840659 19.133981 0),KE,KW,KW,ward_mismatch
SCH_00152,FAROOQ LP,aided,3-Co-educational,Memon Colony SV Road Jogeshwari West Mumbai,1,4,KE,19.131757,72.847348,Mumbai Aided Schools Map.kml,152,education.maharashtra.gov.in/saral/27220400466,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.847348 19.131757 0),KE,KW,KW,ward_mismatch
SCH_00153,MADNI LP URDU,aided,3-Co-educational,"Momin Nagar, Maulana Asad Madni Road, Jogeshwari west Mumbai - 102.",1,4,KE,19.140511,72.846381,Mumbai Aided Schools Map.kml,153,education.maharashtra.gov.in/saral/27220400471,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.846381 19.140511 0),KE,KW,KW,ward_mismatch
SCH_00154,DNYANSAGAR VIDYALAYA LP,aided,3-Co-educational,"Ganesh Nagar ,Behram Baug,Jogeshwari West,Mumbai-400102",1,4,KE,19.145071,72.833631,Mumbai Aided Schools Map.kml,154,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.833631 19.145071 0),KE,KW,KW,ward_mismatch
SCH_00155,AL ITTEHAD URDU LP,aided,3-Co-educational,Gulshan Nagar R.m road jogeshwari west,1,4,KE,19.147656,72.838312,Mumbai Aided Schools Map.kml,155,education.maharashtra.gov.in/saral/27220400489,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.838312 19.147656 0),KE,KW,KW,ward_mismatch
SCH_00158,SANE GURUJI VIDYA MANDIR LPMAR,aided,3-Co-educational,"santakruz west , Mumbai",1,4,HW,19.089281,72.836616,Mumbai Aided Schools Map.kml,158,educaion.maharastra.gov.in/saral/27220500,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.836616 19.089281 0),HWWARD,KW,KW,ward_mismatch
SCH_00221,MULUND VIDYAMANDIR,aided,3-Co-educational,"J.N.Road,Mulund West Mumbai 400080",1,4,T,19.143285,72.935102,Mumbai Aided Schools Map.kml,221,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.935102 19.143285 0),TWARD,S,S,ward_mismatch
SCH_00339,N.K.E.S KANNADA PRIMARY SCHOOL,aided,3-Co-educational,wadala west mumbai 400031,1,4,FN,19.018824,72.844046,Mumbai Aided Schools Map.kml,339,www.nkes.in,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.844046 19.018824 0),FNWARD,GN,GN,ward_mismatch
SCH_00359,SHARDASHRAM VIDDYAMANDIR MARLP,aided,3-Co-educational,"Bhavanishankar road Dadar, Mumbai -28.",1,4,GN,19.042995,72.870035,Mumbai Aided Schools Map.kml,359,www.sharadashram.org,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.870035 19.042995 0),GN,FN,FN,ward_mismatch
SCH_00379,ADARSHA VIDYALAYA,aided,3-Co-educational,12 forjet street govaliya tank garnt road mumbai,1,4,C,18.965011,72.810802,Mumbai Aided Schools Map.kml,379,education.maharastra.gov.in,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.810802 18.965011 0),C,D,D,ward_mismatch
SCH_00391,WILSON MAR LP,aided,3-Co-educational,"Dr.Wilson Street,GirGaon,Mumbai-400004",1,4,D,18.992096,72.828837,Mumbai Aided Schools Map.kml,391,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.828837 18.992096 0),D,GS,GS,ward_mismatch
SCH_00409,ST XAVIERS ENGLISH SCHOOL,unaided,3-Co-educational,Ratan Nagar Borivali East,1,4,RC,19.238997,72.861802,Mumbai Unaided Schools Map.kml,5,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.861802 19.238997 0),RC,RN,RN,ward_mismatch
SCH_00427,ST LAWRENCE ENG SCHOOL,unaided,3-Co-educational,"Eksar Road,Opp. Shanti Ashram,Borivli W., Mumbai 103",1,4,RC,19.240062,72.846758,Mumbai Unaided Schools Map.kml,23,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.846758 19.240062 0),RC,RN,RN,ward_mismatch
SCH_00467,ST BONAVENTURE ENG,unaided,3-Co-educational,"Madh Marve Road,Malad West, Mumbai-61",1,4,PN,19.143543,72.790722,Mumbai Unaided Schools Map.kml,63,education.maharashtra.gov.in/saral/27220300170,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.790722 19.143543 0),PN1WARD,KW,KW,ward_mismatch
SCH_00508,PAL DHARMENDRA HINDI PRIMARY SCHOOL,unaided,3-Co-educational,GOKUL NAGAR KANDIVALI EAST,1,4,RS,19.192937,72.872304,Mumbai Unaided Schools Map.kml,104,education.maharashtra.gov.in/saral/27220300339,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.872304 19.192937 0),RSWARD,PN,PN,ward_mismatch
SCH_00510,BHARATMATA VIDYALAY PRATHAMIK MAR,unaided,3-Co-educational,"bismilah chawl,kranti ngr,akurli rd,kandivali east mumbai-400101",1,4,RS,19.19124,72.873539,Mumbai Unaided Schools Map.kml,106,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.873539 19.19124 0),RSWARD,PN,PN,ward_mismatch
SCH_00512,SMT SAROJADEVI ADARSH VIDYALAY,unaided,3-Co-educational,"bhabhrekar nagar,charkop,kandivali west,mumbai-400067",1,4,RS,19.203972,72.82203,Mumbai Unaided Schools Map.kml,108,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.82203 19.203972 0),RSWARD,PN,PN,ward_mismatch
SCH_00516,SHRIRAM ENGLISH SCHOOL PRIMARY,unaided,3-Co-educational,bahujan hitay chawl kranti nagar kanivali e mumbai- 400101,1,4,RS,19.192773,72.876253,Mumbai Unaided Schools Map.kml,112,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.876253 19.192773 0),RSWARD,PN,PN,ward_mismatch
SCH_00521,D.V.M. HIGH HINDI PRIMARY SCHOOL,unaided,3-Co-educational,RAJARAM VERMA COMPOUND POSAR KANDIVALI E MUMBAI 400101,1,4,RS,19.214077,72.853202,Mumbai Unaided Schools Map.kml,117,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.853202 19.214077 0),RSWARD,RC,RC,ward_mismatch
SCH_00522,THE TRINITY PRIMARY ENGLISH SCHOOL,unaided,3-Co-educational,The Trinity Primary School Ekta Nagar Road Ganesh Nagar Kandivali w Mumbai 400067,1,4,RS,19.201311,72.826778,Mumbai Unaided Schools Map.kml,118,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.826778 19.201311 0),RSWARD,PN,PN,ward_mismatch
SCH_00528,COSMOS ENGLISH SCHOOL,unaided,3-Co-educational,ambojwadi azad nager malvani gate no 8 malad west mumbai 400095,1,7,RS,19.176415,72.809799,Mumbai Unaided Schools Map.kml,124,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.809799 19.176415 0),RSWARD,PN,PN,ward_mismatch
SCH_00551,SMT.ASHABAI T. VARE ENG PRI,unaided,3-Co-educational,SANTOSHNAGAR GEN A K VAIDYA MARG MALAD EAST MUMBAI 400097,1,4,PS,19.170105,72.875462,Mumbai Unaided Schools Map.kml,148,education.maharashtra.gov.in/saral/27220300159,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.875462 19.170105 0),PSWARD,PN,PN,ward_mismatch
SCH_00553,NIVARA VIDYALAY PRI MAR SCH,unaided,3-Co-educational,"NAGARI NIVARA PARISHAD COLONY,DINDOSHI,GOREAON EAST-400065",1,4,PS,19.174738,72.87858,Mumbai Unaided Schools Map.kml,150,education.maharashtra.gov.in,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.87858 19.174738 0),PSWARD,PN,PN,ward_mismatch
SCH_00560,SCHOLARS ACADAMY ENGLISH PRIMARY SCHOOL,unaided,3-Co-educational,Ambupati Bldg Chincholi phatak Malad West Mumbai - 64,1,4,PS,19.179438,72.847883,Mumbai Unaided Schools Map.kml,157,education.maharashtra.gov.in/saral/27220300190,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.847883 19.179438 0),PSWARD,PN,PN,ward_mismatch
SCH_00565,AL - HAMD URDU PRIMARY SCHOOL,unaided,3-Co-educational,ground floor Rehab building no 02 Irani wadi near lucky hotel malad east Mumbai 400097,1,4,PN,19.174363,72.851817,Mumbai Unaided Schools Map.kml,162,education.maharashtra.gov.in,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.851817 19.174363 0),PNWARD,PS,PS,ward_mismatch
SCH_00566,UMEDBHAI PATEL ENGLISH SCHOOL,unaided,3-Co-educational,"Sunder Nagar, S. V. Road, Malad West Mumbai - 400064",1,4,PN,19.164714,72.855415,Mumbai Unaided Schools Map.kml,163,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.855415 19.164714 0),PNWARD,PS,PS,ward_mismatch
SCH_00585,THE GOOD SHEPHERD SCHOOL,unaided,3-Co-educational,"Shalom Niwas , Gujar Compound ,Film City Rd Santosh Nagar Goregaon East , Mumbai - 400065",1,7,PN,19.169505,72.875117,Mumbai Unaided Schools Map.kml,182,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.875117 19.169505 0),PNWARD,PS,PS,ward_mismatch
SCH_00589,LITTLE MARY ENGLISH SCHOOL,unaided,3-Co-educational,RANISATI MARG MALAD EAST,1,4,PN,19.175319,72.8499,Mumbai Unaided Schools Map.kml,186,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.8499 19.175319 0),PNWARD,PS,PS,ward_mismatch
SCH_00614,YASHWANTRAO B. CHAVAN HIGH SCHOOL ENGLISH,unaided,3-Co-educational,"Shramik Vidyalay,Near Meghwadi Police Station,Meghwadi Jogeshwari East",1,4,KE,19.131985,72.939955,Mumbai Unaided Schools Map.kml,211,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.939955 19.131985 0),KE,S,S,ward_mismatch
SCH_00631,VERSOVA WELFARE ASSOCIATION HIGH SCHOOL,unaided,3-Co-educational,Aram nagar 1 sevenbungsalows andheri west Mumbai 61,1,4,KE,19.128667,72.817027,Mumbai Unaided Schools Map.kml,228,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.817027 19.128667 0),KE,KW,KW,ward_mismatch
SCH_00632,ST ANTHONYS HIGH SCHOOL,unaided,3-Co-educational,"Yari Road, Versova, Andheri West, Mumbai 400061",1,4,KE,19.142956,72.809654,Mumbai Unaided Schools Map.kml,229,education.maharashtra.gov.in/saral/27220400291,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.809654 19.142956 0),KE,KW,KW,ward_mismatch
SCH_00633,SACRED HEART SCHOLARS ACADEMY,unaided,3-Co-educational,"11,GURU NAGAR J.P.ROAD ANDHERI WEST",1,4,KE,19.128514,72.828153,Mumbai Unaided Schools Map.kml,230,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.828153 19.128514 0),KE,KW,KW,ward_mismatch
SCH_00634,ANJUMAN I ISLAM ENG LP,unaided,3-Co-educational,"60, Bawla Campus Yari Road Versova Mumbai 400061",1,4,KE,19.13999,72.842085,Mumbai Unaided Schools Map.kml,231,anjumanversovaprischool.com,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.842085 19.13999 0),KE,KW,KW,ward_mismatch
SCH_00635,CHILDREN WELFARE CENTRE LP,unaided,3-Co-educational,Children Welfare Centre Primary School,1,4,KE,19.138827,72.809191,Mumbai Unaided Schools Map.kml,232,www.childrenwelfare.in,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.809191 19.138827 0),KE,KW,KW,ward_mismatch
SCH_00636,SMT SURAJBA VIDYA MANDIR ENGLP,unaided,3-Co-educational,H.F.Society Natwar Nagar,1,4,KW,19.130529,72.850968,Mumbai Unaided Schools Map.kml,233,www.surajbavidyamandir.org,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.850968 19.130529 0),KW,KE,KE,ward_mismatch
SCH_00637,KALYANJI K RAJPOPAT PRIMARY SCHOOL,unaided,3-Co-educational,"Shree Mukteshwar Devalaya Marg, Juhu, Mumbai - 49",1,4,KW,19.173525,72.877547,Mumbai Unaided Schools Map.kml,234,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.877547 19.173525 0),KW,PN,PN,ward_mismatch
SCH_00653,VESAWA VIDYA MANDIR ENGLISH,unaided,3-Co-educational,VESAWA VIDYA MANDIR YARI ROAD ANDHERI WEST MUMBAI400061,1,4,KE,19.138527,72.809202,Mumbai Unaided Schools Map.kml,250,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.809202 19.138527 0),KE,KW,KW,ward_mismatch
SCH_00654,COSMOPOLITAN`S PRIMARY SCHOOL,unaided,3-Co-educational,SMT NIRMALA HARILAL VALIA PRIMARY SCHOOL - D N NAGAR CES ROAD ANDHERI-WEST MUMBAI-400053,1,4,KE,19.124452,72.830083,Mumbai Unaided Schools Map.kml,251,www.cosmosociety.in,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.830083 19.124452 0),KE,KW,KW,ward_mismatch
SCH_00655,GYAN KENDRA LP,unaided,3-Co-educational,141A AMBIVALI VILLAGE FOUR BUNGALOWS ANDHERI WEST MUMBAI 400 053,1,4,KE,19.132058,72.824808,Mumbai Unaided Schools Map.kml,252,www.gyankendra.org,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.824808 19.132058 0),KE,KW,KW,ward_mismatch
SCH_00656,BHAVANS A H WADIA HIGH SCHOOL,unaided,3-Co-educational,J.P Road Munshi Nagar Andheri West Mumbai 58,1,4,KE,19.12696,72.834726,Mumbai Unaided Schools Map.kml,253,www.bhavansahwadia.com,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.834726 19.12696 0),KE,KW,KW,ward_mismatch
SCH_00657,GURUTEGH BAHADUR PUBLIC SCHOOL,unaided,3-Co-educational,"MANISH NAGAR, J.P.ROAD, 4 BUNGLOWS, ANDHERI WEST, MUMBAI-400053",1,4,KE,19.129709,72.833541,Mumbai Unaided Schools Map.kml,254,education.maharashtra.gov.in/saral/27220400426,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.833541 19.129709 0),KE,KW,KW,ward_mismatch
SCH_00658,SHETH M A HIGH SCHOOL,unaided,3-Co-educational,"S.V.Road, Andheri West",1,4,KE,19.163876,72.845891,Mumbai Unaided Schools Map.kml,255,education.maharashtra.gov.in/saral/27220400431,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.845891 19.163876 0),KE,PS,PS,ward_mismatch
SCH_00659,SMT. KULSUM JAGMAGIA FIDAI DIAMOND JUBILEE PRI.,unaided,2-Girls,"FIDAI BAUG, S.V ROAD, ANDHERI WEST MUMBAI -58",1,4,KE,19.118842,72.844202,Mumbai Unaided Schools Map.kml,256,education.maharashtra.gov.in/saral/27220400433,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.844202 19.118842 0),KE,KW,KW,ward_mismatch
SCH_00660,OSCAR PUBLIC ENGLISH SCHOOL,unaided,3-Co-educational,"Gaon devi,Noor Masjid premises, cama road, Andheri west, Mumbai 58",1,4,KE,19.11948,72.841398,Mumbai Unaided Schools Map.kml,257,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.841398 19.11948 0),KE,KW,KW,ward_mismatch
SCH_00661,BOMBAY CAMBRIDGE,unaided,3-Co-educational,Caesar Road Amboli AndheriW Mumbai 400 058,1,4,KE,19.132917,72.840727,Mumbai Unaided Schools Map.kml,258,www.bcswest.org,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.840727 19.132917 0),KE,KW,KW,ward_mismatch
SCH_00662,ANUPA K PUBLIC ENG PRIMARY SCHOOL,unaided,3-Co-educational,ramkaran compound krishna nagar behram baug jogeshwari west mumbai 400102,1,4,KE,19.144158,72.836752,Mumbai Unaided Schools Map.kml,259,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.836752 19.144158 0),KE,KW,KW,ward_mismatch
SCH_00663,ANUPA K PUBLIC HIN SCH,unaided,3-Co-educational,Ramkaran compound Krishna nagar behram baug jogehswari west mumbai 400101,1,4,KE,19.144746,72.83635,Mumbai Unaided Schools Map.kml,260,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.83635 19.144746 0),KE,KW,KW,ward_mismatch
SCH_00664,SUNFLOWER PRIMARY HIN SCH,unaided,3-Co-educational,Snatosh Nagar Behrambaug Jogeshwari West,1,4,KE,19.145752,72.835747,Mumbai Unaided Schools Map.kml,261,education.maharashtra.gov.in/saral/27220400456,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.835747 19.145752 0),KE,KW,KW,ward_mismatch
SCH_00665,SUNFLOEWR ENGLISH PRIMARY SCHOOL,unaided,3-Co-educational,Santosh nagar Behrambaug Jogeshwari West,1,4,KE,19.145588,72.835768,Mumbai Unaided Schools Map.kml,262,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.835768 19.145588 0),KE,KW,KW,ward_mismatch
SCH_00666,MVM`S BENGARE G.P. SUVARNA PRIMARY,unaided,3-Co-educational,"MOGAVEERA BHAVAN, MVM EDUCATIONAL CAMPUS MARG, OFF VEERA DESAI ROAD, ANDHERI WEST, MUMBAI - 400 058",1,4,KE,19.132303,72.839563,Mumbai Unaided Schools Map.kml,263,www.mvmeducation.com,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.839563 19.132303 0),KE,KW,KW,ward_mismatch
SCH_00667,A K I HUSSAIN ALLANA ENG SC,unaided,3-Co-educational,"Adarsh Nagar No.1, New Link Rd, Oshiwara, Andheri W.",1,4,KE,19.14398,72.829141,Mumbai Unaided Schools Map.kml,264,www.hussainallanaenglishschool.com,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.829141 19.14398 0),KE,KW,KW,ward_mismatch
SCH_00668,MILLAT SCHOOL BOYS,unaided,1-Boys,141 S V RD Jogeshwari W Mumbai 400102,0,4,KE,19.140103,72.843246,Mumbai Unaided Schools Map.kml,265,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.843246 19.140103 0),KE,KW,KW,ward_mismatch
SCH_00669,MILLAT SCHOOL GIRLS,unaided,2-Girls,"141, S.V. Road, Jogeshwari-West, Mumbai-400 102",0,4,KE,19.14016,72.842175,Mumbai Unaided Schools Map.kml,266,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.842175 19.14016 0),KE,KW,KW,ward_mismatch
SCH_00670,ABDULLA QURESHI URDU LP,unaided,3-Co-educational,"PATEL WADI, BEHRAM BAYUG, JOGESHWARI WEST MUMBAI 400102",1,4,KE,19.141059,72.836554,Mumbai Unaided Schools Map.kml,267,education.maharashtra.gov.in/saral/27220400490,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.836554 19.141059 0),KE,KW,KW,ward_mismatch
SCH_00671,J A MEGHANI ENG SCHOOL,unaided,3-Co-educational,"13, Behrambaug, Jogeshwari West, Mumbai - 400102",1,4,KE,19.143728,72.838218,Mumbai Unaided Schools Map.kml,268,education.maharashtra.gov.in/saral/27220400492,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.838218 19.143728 0),KE,KW,KW,ward_mismatch
SCH_00672,SMT RAJARANI MALHOTRA SC,unaided,3-Co-educational,"New link Road, Oshiwara-53",1,4,KE,19.150589,72.830259,Mumbai Unaided Schools Map.kml,269,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.830259 19.150589 0),KE,KW,KW,ward_mismatch
SCH_00674,ST. ROCK'S PRIMARY SCHOOL,unaided,3-Co-educational,RD NO 2 CHURCH PAKADI SCHOOL,1,4,KE,19.106787,72.843803,Mumbai Unaided Schools Map.kml,271,education.maharashtra.gov.in/saral/27220400499,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.843803 19.106787 0),KE,KW,KW,ward_mismatch
SCH_00699,HOLY CROSS HIGH SCHOOL,unaided,3-Co-educational,H B GAWDE MARG JUHU KOLIWADA JUHU TARA ROAD SANTACRUZ WEST,1,4,HW,19.083991,72.826644,Mumbai Unaided Schools Map.kml,296,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.826644 19.083991 0),HWWARD,KW,KW,ward_mismatch
SCH_00701,MALATI JAYANT DALAL PRIMARY SCHOOL,unaided,3-Co-educational,"Juhu Road, Off Relief Road, Santacruz West",1,4,HW,19.086122,72.832237,Mumbai Unaided Schools Map.kml,298,www.sesmumbai.org,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.832237 19.086122 0),HWWARD,KW,KW,ward_mismatch
SCH_00709,SMT. MADHUKANTA GUNVANT SHETH ENGLISH SCHOOL,unaided,3-Co-educational,Plot no 5 T P S 6 Sane Guruji Marg Off S V Road Santacruz W Mumbai 400 054,1,5,HW,19.089536,72.836716,Mumbai Unaided Schools Map.kml,306,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.836716 19.089536 0),HWWARD,KW,KW,ward_mismatch
SCH_00710,BANDRA CRESCENT ENGLISH SCHOOL,unaided,1-Boys,Bandra west st martins rd,1,4,HW,19.068483,72.843065,Mumbai Unaided Schools Map.kml,307,www.bandracrescent.com,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.843065 19.068483 0),HWWARD,HE,HE,ward_mismatch
SCH_00711,St.Aloysius Night High School,unaided,3-Co-educational,81 A CHAPEL ROAD BANDRA W,1,8,HW,19.068483,72.843065,Mumbai Unaided Schools Map.kml,308,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.843065 19.068483 0),HWWARD,HE,HE,ward_mismatch
SCH_00715,PURUSHOTTAM HIGH SCHOOL BANDRA,unaided,3-Co-educational,Kher Nagar Bandra East Mumbai,1,4,HE,18.967104,72.828408,Mumbai Unaided Schools Map.kml,312,www.purushottamhighschool.com,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.828408 18.967104 0),HEWARD,E,E,ward_mismatch
