ward_code,overall_stress,top_domain_1,top_domain_2,top_domain_3,cluster,anomaly_candidate,anomaly_score,top_anomaly_features,best_scenario,best_scenario_change,intervention_domains,intervention_indicators,civic_ai_explanation
N,64.0159357550662,healthcare,transport,safety,Cluster_1,False,0.1929238568174379,,healthcare_capacity_plus_20,-1.7857142857142776,Healthcare,population_per_healthcare_facility_stress,"Ward N has a modeled UrbanSim profile with the strongest relative pressure in healthcare, transport, safety. The ward is not flagged as an Autoencoder anomaly candidate. The strongest modeled scenario effect in the current scenario set is 'healthcare_capacity_plus_20', with a -1.79-point change in relative pressure. These outputs are decision-support signals derived from UrbanSim data and models; they do not establish causality or guarantee real-world intervention outcomes."
PS,54.29881109228936,healthcare,education,civic,Cluster_1,False,0.2034020484491536,,healthcare_capacity_plus_20,-4.761904761904773,Healthcare,population_per_healthcare_facility_stress,"Ward PS has a modeled UrbanSim profile with the strongest relative pressure in healthcare, education, civic. The ward is not flagged as an Autoencoder anomaly candidate. The strongest modeled scenario effect in the current scenario set is 'healthcare_capacity_plus_20', with a -4.76-point change in relative pressure. These outputs are decision-support signals derived from UrbanSim data and models; they do not establish causality or guarantee real-world intervention outcomes."
PN,59.6085074345944,green_space,safety,transport,Cluster_3,False,0.230183016911551,,healthcare_capacity_plus_20,-3.5714285714285694,Green Space,green_spaces_per_km2_stress,"Ward PN has a modeled UrbanSim profile with the strongest relative pressure in green_space, safety, transport. The ward is not flagged as an Autoencoder anomaly candidate. The strongest modeled scenario effect in the current scenario set is 'healthcare_capacity_plus_20', with a -3.57-point change in relative pressure. These outputs are decision-support signals derived from UrbanSim data and models; they do not establish causality or guarantee real-world intervention outcomes."
B,60.695071836376194,civic,green_space,sanitation,Cluster_2,False,0.3943750740439243,,healthcare_capacity_plus_20,-4.166666666666671,Civic,complaints_per_1000_population_stress,"Ward B has a modeled UrbanSim profile with the strongest relative pressure in civic, green_space, sanitation. The ward is not flagged as an Autoencoder anomaly candidate. The strongest modeled scenario effect in the current scenario set is 'healthcare_capacity_plus_20', with a -4.17-point change in relative pressure. These outputs are decision-support signals derived from UrbanSim data and models; they do not establish causality or guarantee real-world intervention outcomes."
RC,47.792364640190726,safety,sanitation,healthcare,Cluster_1,False,0.3706530804317855,,healthcare_capacity_plus_20,-2.9761904761904816,Safety,population_per_police_station_stress,"Ward RC has a modeled UrbanSim profile with the strongest relative pressure in safety, sanitation, healthcare. The ward is not flagged as an Autoencoder anomaly candidate. The strongest modeled scenario effect in the current scenario set is 'healthcare_capacity_plus_20', with a -2.98-point change in relative pressure. These outputs are decision-support signals derived from UrbanSim data and models; they do not establish causality or guarantee real-world intervention outcomes."
KE,42.672062237279626,civic,transport,safety,Cluster_3,False,0.2174763847306313,,public_transport_plus_20,-2.6785714285714306,Civic,complaints_per_1000_population_stress,"Ward KE has a modeled UrbanSim profile with the strongest relative pressure in civic, transport, safety. The ward is not flagged as an Autoencoder anomaly candidate. The strongest modeled scenario effect in the current scenario set is 'public_transport_plus_20', with a -2.68-point change in relative pressure. These outputs are decision-support signals derived from UrbanSim data and models; they do not establish causality or guarantee real-world intervention outcomes."
L,52.2299861973775,safety,education,transport,Cluster_3,False,0.35324486180121,,healthcare_capacity_plus_20,-2.3809523809523725,Safety,population_per_police_station_stress,"Ward L has a modeled UrbanSim profile with the strongest relative pressure in safety, education, transport. The ward is not flagged as an Autoencoder anomaly candidate. The strongest modeled scenario effect in the current scenario set is 'healthcare_capacity_plus_20', with a -2.38-point change in relative pressure. These outputs are decision-support signals derived from UrbanSim data and models; they do not establish causality or guarantee real-world intervention outcomes."
S,46.94185645272602,transport,safety,civic,Cluster_3,False,0.3132642811750127,,healthcare_capacity_plus_20,-1.7857142857142847,Transport,transport_nodes_per_km2_stress,"Ward S has a modeled UrbanSim profile with the strongest relative pressure in transport, safety, civic. The ward is not flagged as an Autoencoder anomaly candidate. The strongest modeled scenario effect in the current scenario set is 'healthcare_capacity_plus_20', with a -1.79-point change in relative pressure. These outputs are decision-support signals derived from UrbanSim data and models; they do not establish causality or guarantee real-world intervention outcomes."
RN,37.27296254470168,safety,transport,healthcare,Cluster_1,False,0.2126901201699557,,healthcare_capacity_plus_20,-2.9761904761904745,Safety,population_per_police_station_stress,"Ward RN has a modeled UrbanSim profile with the strongest relative pressure in safety, transport, healthcare. The ward is not flagged as an Autoencoder anomaly candidate. The strongest modeled scenario effect in the current scenario set is 'healthcare_capacity_plus_20', with a -2.98-point change in relative pressure. These outputs are decision-support signals derived from UrbanSim data and models; they do not establish causality or guarantee real-world intervention outcomes."
KW,66.98036263253655,healthcare,sanitation,civic,Cluster_3,False,0.2649694662072487,,public_transport_plus_20,-2.6785714285714306,Healthcare,population_per_healthcare_facility_stress,"Ward KW has a modeled UrbanSim profile with the strongest relative pressure in healthcare, sanitation, civic. The ward is not flagged as an Autoencoder anomaly candidate. The strongest modeled scenario effect in the current scenario set is 'public_transport_plus_20', with a -2.68-point change in relative pressure. These outputs are decision-support signals derived from UrbanSim data and models; they do not establish causality or guarantee real-world intervention outcomes."
A,40.91301210866428,civic,education,sanitation,Cluster_1,False,0.1317576211501841,,public_toilet_capacity_plus_20,-2.9761904761904745,Civic,complaints_per_1000_population_stress,"Ward A has a modeled UrbanSim profile with the strongest relative pressure in civic, education, sanitation. The ward is not flagged as an Autoencoder anomaly candidate. The strongest modeled scenario effect in the current scenario set is 'public_toilet_capacity_plus_20', with a -2.98-point change in relative pressure. These outputs are decision-support signals derived from UrbanSim data and models; they do not establish causality or guarantee real-world intervention outcomes."
C,56.042960662525886,sanitation,civic,safety,Cluster_2,True,0.3969683676763528,classrooms_repair_pct | hospitals | railway_station_count | avg_resolution_days_2024 | teacher_student_ratio,public_transport_plus_20,-2.083333333333336,Sanitation,population_per_public_toilet_stress,"Ward C has a modeled UrbanSim profile with the strongest relative pressure in sanitation, civic, safety. The ward is also an anomaly candidate with an Autoencoder reconstruction MSE of 0.3970. The largest model reconstruction deviations are associated with: classrooms_repair_pct, hospitals, railway_station_count, avg_resolution_days_2024, teacher_student_ratio. The strongest modeled scenario effect in the current scenario set is 'public_transport_plus_20', with a -2.08-point change in relative pressure. These outputs are decision-support signals derived from UrbanSim data and models; they do not establish causality or guarantee real-world intervention outcomes."
D,48.07939644896168,healthcare,sanitation,safety,Cluster_1,True,0.4760572422699844,girls_share_pct | green_spaces_per_km2 | dispensaries | healthcare_facilities | facilities_per_10000_population,public_toilet_capacity_plus_20,-2.3809523809523867,Healthcare,population_per_healthcare_facility_stress,"Ward D has a modeled UrbanSim profile with the strongest relative pressure in healthcare, sanitation, safety. The ward is also an anomaly candidate with an Autoencoder reconstruction MSE of 0.4761. The largest model reconstruction deviations are associated with: girls_share_pct, green_spaces_per_km2, dispensaries, healthcare_facilities, facilities_per_10000_population. The strongest modeled scenario effect in the current scenario set is 'public_toilet_capacity_plus_20', with a -2.38-point change in relative pressure. These outputs are decision-support signals derived from UrbanSim data and models; they do not establish causality or guarantee real-world intervention outcomes."
FS,45.11457745153398,green_space,sanitation,transport,Cluster_2,False,0.17502061687035,,healthcare_capacity_plus_20,-2.38095238095238,Green Space,green_spaces_per_km2_stress,"Ward FS has a modeled UrbanSim profile with the strongest relative pressure in green_space, sanitation, transport. The ward is not flagged as an Autoencoder anomaly candidate. The strongest modeled scenario effect in the current scenario set is 'healthcare_capacity_plus_20', with a -2.38-point change in relative pressure. These outputs are decision-support signals derived from UrbanSim data and models; they do not establish causality or guarantee real-world intervention outcomes."
