school_id,school_name,school_category,school_type,address,class_from,class_to,ward_code_source,latitude,longitude,source_file,source_id,website,source,verification_status,coordinate_valid,geometry,ward_code_source_raw,gis_ward,urban_ward_code,validation_status
SCH_00014,GOKHALE EDU SOC MAR,aided,3-Co-educational,"SHISHU VIKAS MANDIR,SHIMPOLI ROAD,BORIVALI,WEST, MUMBAI,400092",1,4,RC,19.223462,72.850877,Mumbai Aided Schools Map.kml,14,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.850877 19.223462 0),RC,RC,RC,match
SCH_00015,MATUSHRI V V GUJ,aided,3-Co-educational,FACTORY LANE BORIVALI WEST MUMBAI 400092,1,4,RC,19.227202,72.850928,Mumbai Aided Schools Map.kml,15,education.maharashtra.gov.in,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.850928 19.227202 0),RC,RC,RC,match
SCH_00016,JAYABEN B KHOT SCH GUJ,aided,3-Co-educational,SAIBABA NAGAR BORIVALI WEST,1,4,RC,19.216428,72.84716,Mumbai Aided Schools Map.kml,16,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.84716 19.216428 0),RC,RC,RC,match
SCH_00017,DNYANVARDHINI MARATHI,aided,3-Co-educational,Plot No 10 Sector No 7 Charkop Kandivali,1,4,RC,19.228618,72.821663,Mumbai Aided Schools Map.kml,17,dvcrayat.com,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.821663 19.228618 0),RC,RC,RC,match
SCH_00018,PRIYADARSHANI VIDYYAM MAR,aided,3-Co-educational,SECTOR7 CHARKOP KANDIVALI WEST MUMBAI400067,1,4,RC,19.223369,72.831226,Mumbai Aided Schools Map.kml,18,priyadarshinirbssm.org,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.831226 19.223369 0),RC,RC,RC,match
SCH_00019,ANANDRAO PAWAR SARSWATI,aided,3-Co-educational,"RAM MANDIR ROAD , BABHAI, VAZIRA NAKA , BORIVALI WEST",1,4,RC,19.226959,72.844228,Mumbai Aided Schools Map.kml,19,apvidyalay.org,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.844228 19.226959 0),RC,RC,RC,match
SCH_00020,ST.ANNE'S HIGH SCHOOL MARATHI,aided,2-Girls,L.T. ROAD BORIVALI WEST MUMBAI,1,4,RC,19.228173,72.850461,Mumbai Aided Schools Map.kml,20,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.850461 19.228173 0),RC,RC,RC,match
SCH_00021,SPS SUVIDYALYA PRI,aided,3-Co-educational,PARANJPE NAGAR VAZIRA NAKA BORIVALI WEST,1,4,RC,19.231586,72.843435,Mumbai Aided Schools Map.kml,21,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.843435 19.231586 0),RC,RC,RC,match
SCH_00022,SUVIDAYA MHC CHOUGALE VID,aided,3-Co-educational,SPS Manohar Hariram Chogale Vidyalaya Gorai LInk Road GoraiBorivali W Mumbai 92,1,4,RC,19.229474,72.827958,Mumbai Aided Schools Map.kml,22,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.827958 19.229474 0),RC,RC,RC,match
SCH_00023,MRS DAMYANTI DEVI TILAKGHARI,aided,3-Co-educational,Sharda Estate L T Road Vazira Naka Borivali,1,4,RC,19.228303,72.845043,Mumbai Aided Schools Map.kml,23,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.845043 19.228303 0),RC,RC,RC,match
SCH_00024,ST ALOYSIUS ENG PRI SCHOOL,aided,3-Co-educational,"GORAI VILLAGE, MUMBAI SUBURBAN",1,4,RC,19.240393,72.782926,Mumbai Aided Schools Map.kml,24,education.maharashtra.gov.in/saral/27220100180,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.782926 19.240393 0),RC,RC,RC,match
SCH_00025,PRAGATI VIDYALYA MAR,aided,3-Co-educational,"BMC School No.9, Gorai -2, Borivali west, Mumbai 400092",1,4,RC,19.223332,72.830974,Mumbai Aided Schools Map.kml,25,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.830974 19.223332 0),RC,RC,RC,match
SCH_00026,VIDAYVIKAS SABHA,aided,3-Co-educational,Govindnagar Sodavala Lane Borivali W.Mumbai No.400092,1,4,RC,19.233934,72.851565,Mumbai Aided Schools Map.kml,26,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.851565 19.233934 0),RC,RC,RC,match
SCH_00027,MOHAN MORESHWAR MAR,aided,3-Co-educational,MORESHWAR BHOIR SHIKSHAN KENDRA S.N. DUBE ROAD RAWAL PADA DAHISAR EAST,1,4,RN,19.247103,72.867902,Mumbai Aided Schools Map.kml,27,www.education.maharashtra.gov.in,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.867902 19.247103 0),RN,RN,RN,match
SCH_00028,TAMBE ED LAXMANRAO SHIVADAKAR MARATHI SCHOOL,aided,3-Co-educational,"ASHOK NAGAR , GHARTANPADA NO.2 DAHISAR EAST, MUMBAI 400068.",1,4,RN,19.249369,72.870292,Mumbai Aided Schools Map.kml,28,www.tambeeducation.com,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.870292 19.249369 0),RN,RN,RN,match
SCH_00029,PARAM PUJYA BAJRANGDAS BAPPA SCHOOL,aided,3-Co-educational,Shivai Sankul Shiv Vallabh Cross Road rawalpada Dahisar East,1,4,RN,19.245156,72.868487,Mumbai Aided Schools Map.kml,29,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.868487 19.245156 0),RN,RN,RN,match
SCH_00030,SHREE VILASRAO B HINDI,aided,3-Co-educational,Shivaji chowk s.n.dubey road rawal pada dahisar east,1,4,RN,19.247906,72.867807,Mumbai Aided Schools Map.kml,30,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.867807 19.247906 0),RN,RN,RN,match
SCH_00031,SHETH GORDHANDAS KARSANDAS SCHOOL,aided,3-Co-educational,MINI NAGAR RAVALPADA DAHISAR EAST,1,4,RN,19.249356,72.86767,Mumbai Aided Schools Map.kml,31,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.86767 19.249356 0),RN,RN,RN,match
SCH_00032,D H MISHRA GUJ,aided,3-Co-educational,moreshwar bhoir shikshan kendra shivaji chowk s.n.dubey road rawal pada dahisar,1,4,RN,19.24743,72.868115,Mumbai Aided Schools Map.kml,32,www.education.maharashtra.gov.in,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.868115 19.24743 0),RN,RN,RN,match
SCH_00033,L. S. HINDI PRIMARY SCHOOL,aided,3-Co-educational,ASHOK NAGAR GHARATANPADA S N DUBEY ROAD DAHISHAR EAST MUMBAI 400068,1,4,RN,19.249376,72.870779,Mumbai Aided Schools Map.kml,33,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.870779 19.249376 0),RN,RN,RN,match
SCH_00034,SHANTABEN MADHABHAI PATEL MAR,aided,3-Co-educational,swami vivkeanand education centre smt s.mpatelmarathiprimary schoolmisquitta nagar vidyamandir marg,1,4,RN,19.254287,72.85969,Mumbai Aided Schools Map.kml,34,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.85969 19.254287 0),RN,RN,RN,match
SCH_00035,VIDYA MANDIR MAR,aided,3-Co-educational,"C.S.ROAD,ANAND NAGAR,DAHISAR EAST MUMBAI 400068",1,4,RN,19.255429,72.862977,Mumbai Aided Schools Map.kml,35,www.vpmdahisar.com,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.862977 19.255429 0),RN,RN,RN,match
SCH_00036,SMT. PANCHIBEN KARAMASHI GANGAR HINDI PRI SCH.,aided,3-Co-educational,swami viekanand education centre misquitta nagar vidya mandir marg dahsiar east,1,4,RN,19.223593,72.865615,Mumbai Aided Schools Map.kml,36,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.865615 19.223593 0),RN,RC,RC,ward_mismatch
SCH_00037,NONDHABHAI BHALABHAI GUJ,aided,3-Co-educational,swami vivekanand education centre misquitta nagar vidya mandir magr dahisar east mumbai 400068,1,4,RN,19.254252,72.859762,Mumbai Aided Schools Map.kml,37,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.859762 19.254252 0),RN,RN,RN,match
SCH_00038,MATRUCHHAYA GUJ LP,aided,3-Co-educational,"C.S.RoadNo 2,Anand Nagar Dahisar East",1,4,RN,19.25641,72.86101,Mumbai Aided Schools Map.kml,38,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.86101 19.25641 0),RN,RN,RN,match
SCH_00039,AMAR JYOTI MAR,aided,3-Co-educational,Dada pandye compound ketaki pada Dahisar east,1,4,RN,19.254129,72.875327,Mumbai Aided Schools Map.kml,39,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.875327 19.254129 0),RN,RN,RN,match
SCH_00040,AMAR JYOTI HINDI SCHOOL,aided,3-Co-educational,dada pande compound ketakipada dahisar east,1,4,RN,19.254172,72.875336,Mumbai Aided Schools Map.kml,40,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.875336 19.254172 0),RN,RN,RN,match
SCH_00041,S. V. P. VIDYALAYA,aided,3-Co-educational,CHANDAN NIWASC.S. ROAD1ST FLOOROPP.PETROL PUMPDAHISAREASTMUMBAI400068,1,4,RN,19.239227,72.858292,Mumbai Aided Schools Map.kml,41,www.education.maharashtra.gov.in/saral/27220100359,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.858292 19.239227 0),RN,RN,RN,match
SCH_00042,SUBHEDAR RAMJI AMBEDKAR VIDYALAYA,aided,3-Co-educational,HANUMAN NAGAR KETAKIPADA DAHISAR EAST MUMBAI400068,1,4,RN,19.257564,72.873684,Mumbai Aided Schools Map.kml,42,education.maharashtra.gov.in/saral/27220100360,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.873684 19.257564 0),RN,RN,RN,match
SCH_00043,SHAILENDRA MARATHI PRIMARY SCHOOL,aided,3-Co-educational,"SHAILENDRA NAGAR, DAHISAR",1,4,RN,19.245671,72.863685,Mumbai Aided Schools Map.kml,43,https://education.maharashtra.gov.in/saral/27220100365,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.863685 19.245671 0),RN,RN,RN,match
SCH_00044,SHAILENDRA EDU SOC ENG,aided,3-Co-educational,"Shailendra Nagar,Dahisar East",1,4,RN,19.24623,72.86392,Mumbai Aided Schools Map.kml,44,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.86392 19.24623 0),RN,RN,RN,match
SCH_00045,ST FRANCIS DASSISI LP SCHOOL,aided,1-Boys,Mt. Poincur Borivili west,1,4,RN,19.243718,72.853065,Mumbai Aided Schools Map.kml,45,wwwsfdassisi.com,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.853065 19.243718 0),RN,RN,RN,match
SCH_00046,BIMANAGAR ED SOC LP,aided,3-Co-educational,"Near shati ashram Bus depot,L.I.C colony,Borivali",1,4,RN,19.242162,72.848973,Mumbai Aided Schools Map.kml,46,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.848973 19.242162 0),RN,RN,RN,match
SCH_00047,DAYANAND LP,aided,3-Co-educational,"LIBERTY GARDEN RD. NO. 1, MALAD W",0,4,PN,19.186449,72.844241,Mumbai Aided Schools Map.kml,47,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.844241 19.186449 0),PN1WARD,PN,PN,match
SCH_00048,SHET N.L HIGH SCHOOL HINDI PRIMARY,aided,3-Co-educational,S V ROAD MALAD WEST MUMBAI 400 064,1,4,PN,19.192808,72.847287,Mumbai Aided Schools Map.kml,48,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.847287 19.192808 0),PN1WARD,PN,PN,match
SCH_00049,SHETH N.L HIGH SCHOOL GUJARATI PRIMARY SECTION,aided,3-Co-educational,Sheth N L High School S V Road Malad West,1,4,PN,19.192788,72.847339,Mumbai Aided Schools Map.kml,49,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.847339 19.192788 0),PN1WARD,PN,PN,match
SCH_00050,UTKARSHA MANDIR LP,aided,3-Co-educational,2nd Mamletdarwadi Malad west Mumbai 400064,1,4,PN,19.187885,72.844752,Mumbai Aided Schools Map.kml,50,utkarshmandir.org,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.844752 19.187885 0),PN1WARD,PN,PN,match
SCH_00051,SHRI SAI VIDYAMANDIR MAR,aided,3-Co-educational,AKSA VILLAGE MADH MARVE ROAD MALAD WEST,1,4,PN,19.176188,72.798548,Mumbai Aided Schools Map.kml,51,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.798548 19.176188 0),PN1WARD,PN,PN,match
SCH_00052,INFANT JESUS OF PRAGUE CONVENT SCHOOL,aided,3-Co-educational,INFANT JESUS OF PRAGUE CONVENT SCHOOL MANORI VILLAGE KHARODI PO MALAD WEST MUMBAI 400095,1,4,PN,19.209487,72.783391,Mumbai Aided Schools Map.kml,52,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.783391 19.209487 0),PN1WARD,PN,PN,match
SCH_00053,DNYANSADHANA PRATHAMIK VIDYALAY MANORI,aided,3-Co-educational,"Manori Village, Malad Marve road, Malad West, Mumbai-400095.",1,4,PN,19.208705,72.786983,Mumbai Aided Schools Map.kml,53,https://education.maharashtra.gov.in/saral/27220200173,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.786983 19.208705 0),PN1WARD,PN,PN,match
SCH_00054,MILLAT LP,aided,3-Co-educational,R29 Plot no 25 OCC Malvani Malad West Mumbai,1,4,PN,19.189125,72.820751,Mumbai Aided Schools Map.kml,54,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.820751 19.189125 0),PN1WARD,PN,PN,match
SCH_00055,DR. GOVINDRAO DALVI PRIMARY MARATHI VIDYALAY,aided,3-Co-educational,"mathuradas Road, Irani Wadi Modi Nagar, Kandivali West",1,4,RS,19.20399,72.842592,Mumbai Aided Schools Map.kml,55,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.842592 19.20399 0),RSWARD,RS,RS,match
SCH_00056,BALNIKETAN PRIMARY SCHOOL,aided,3-Co-educational,M G Road kandivali west,1,4,RS,19.208189,72.845469,Mumbai Aided Schools Map.kml,56,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.845469 19.208189 0),RSWARD,RS,RS,match
SCH_00057,JAMNADAS ADUKIA BALIKA VIDHYALAYA,aided,3-Co-educational,"Balika Vidyalaya Marg, Ramgali, Kandivali West,M-67",1,4,RS,19.200384,72.846679,Mumbai Aided Schools Map.kml,57,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.846679 19.200384 0),RSWARD,RS,RS,match
SCH_00058,SARDAR VALLABHBHAI PATEL V. V.,aided,3-Co-educational,"BHOGILAL FADIA ROAD,NEAR MAYUR TOLIES,KANDIVALI WEST, mUMBAI -400 067.",1,4,RS,19.202826,72.845782,Mumbai Aided Schools Map.kml,58,www.kec.ac.in,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.845782 19.202826 0),RSWARD,RS,RS,match
SCH_00059,SMT. RAMILABEN MANGUBHAI DATTANI ENGLISH PRIMARY SCHOOL,aided,3-Co-educational,"SRMDEng.Pri.School, Kandivali west,Mumbai -400 067",1,4,RS,19.202947,72.845463,Mumbai Aided Schools Map.kml,59,www.kes.ac.in,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.845463 19.202947 0),RSWARD,RS,RS,match
SCH_00060,SMT. RAJDEVI PRATHMIK HINDI VIDYALAYA,aided,3-Co-educational,Indiara Nagar Iraniwadi Road No 4 Kandivali West Mumbai 400067,1,4,RS,19.20074,72.83478,Mumbai Aided Schools Map.kml,60,education.maharashtra.gov.in/saral/27221000232,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.83478 19.20074 0),RSWARD,RS,RS,match
SCH_00061,Dr.N.D.PATIL VIDYALAYA SAHYADRINAGAR,aided,3-Co-educational,sahyadrinagar charkop kandivali west,1,4,RS,19.212984,72.828641,Mumbai Aided Schools Map.kml,61,www.ndpatilschools.com,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.828641 19.212984 0),RSWARD,RS,RS,match
SCH_00062,RAVINDRA BAL VIDYANIKETAN MAR,aided,3-Co-educational,"sec.No.1,plot No.2/148,charkop kandivali w mumbai",1,4,RS,19.212892,72.824882,Mumbai Aided Schools Map.kml,62,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.824882 19.212892 0),RSWARD,RS,RS,match
SCH_00063,INDIAN EDUCATION SOCIETY MARATHI PRIMARY SCHOOL,aided,3-Co-educational,"IES MARATHI PRIMARY SCHOOL CHARKOP ,SECTOR -2 CHARKOP ,KANDIVALI WEST MUMBAI 400067",1,4,RS,19.212665,72.823451,Mumbai Aided Schools Map.kml,63,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.823451 19.212665 0),RSWARD,RS,RS,match
SCH_00064,HILDA AUNTY I LP MAR,aided,3-Co-educational,GANDHI NAGAR NEW LINK ROAD KANDIVALI -WEST MUMBAI -67,1,4,RS,19.201224,72.834188,Mumbai Aided Schools Map.kml,64,education.maharashtra.gov.in/saral/27220200161,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.834188 19.201224 0),RSWARD,RS,RS,match
SCH_00065,GANDHI VIDYA MANDIR HINDI,aided,3-Co-educational,LALJI PADA GANDHI NAGAR NEW LINK ROAD KANDIVALI WEST MUMBAI 400067,1,4,RS,19.201568,72.833083,Mumbai Aided Schools Map.kml,65,education.maharashtra.gov.in/saral/27220200262,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.833083 19.201568 0),RSWARD,RS,RS,match
SCH_00066,HILDA AUNTY PRATHAMIK HINDI SHALA,aided,3-Co-educational,"GANDHI NAGAR , NEW LINK ROAD KANDIVALI WEST MUMBAI 67",1,4,RS,19.201407,72.834278,Mumbai Aided Schools Map.kml,66,education.maharashtra.gov.in/saral/27220200263,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.834278 19.201407 0),RSWARD,RS,RS,match
SCH_00067,DYANESHWAR VIDYAMANDIR,aided,3-Co-educational,banderpakhadi road kandivali west,1,4,RS,19.210635,72.832788,Mumbai Aided Schools Map.kml,67,saraswati.edu.in,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.832788 19.210635 0),RSWARD,RS,RS,match
SCH_00068,G.DJOSHI PIONEER PRIMARY VIDYAMANDIR,aided,3-Co-educational,"Bajaj M.N.P school, Kandivali west",1,4,RS,19.203414,72.855021,Mumbai Aided Schools Map.kml,68,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.855021 19.203414 0),RSWARD,RS,RS,match
SCH_00069,CHUNNILAL UTAMCHAND SHAH PRIM ENG SCHOOL,aided,3-Co-educational,Damodarwadi Ashok Nagar Kandivali East Mumbai - 400101,1,4,RS,19.194931,72.858034,Mumbai Aided Schools Map.kml,69,udiseplus.gov.in,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.858034 19.194931 0),RSWARD,RS,RS,match
SCH_00070,SAMTA VIDYAMANDIR LP,aided,3-Co-educational,"Bajaj school Municipality,Kandivali West,URC-2",1,4,RS,19.206611,72.871081,Mumbai Aided Schools Map.kml,70,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.871081 19.206611 0),RSWARD,RS,RS,match
SCH_00071,SHIRDI SAIBABA VIDYAMANDIR,aided,3-Co-educational,singh estate near samata nagar kandivali,1,4,RS,19.203653,72.871964,Mumbai Aided Schools Map.kml,71,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.871964 19.203653 0),RSWARD,RS,RS,match
SCH_00072,ANUDATTA VIDYALAYA MARATHI PRATHAMIK,aided,3-Co-educational,MHADA Vasahat Kandivali East,1,4,RS,19.193915,72.87489,Mumbai Aided Schools Map.kml,72,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.87489 19.193915 0),RSWARD,RS,RS,match
SCH_00073,PAL RAJENDRA PRIMARY HINDI SCHOOL,aided,3-Co-educational,Hanuman nagar Kandivali East Mumbai 400101,1,4,RS,19.198593,72.866136,Mumbai Aided Schools Map.kml,73,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.866136 19.198593 0),RSWARD,RS,RS,match
SCH_00074,DYNYANGANGA ED. TRUST SCHOOL,aided,3-Co-educational,DURGA NAGAR KRANTI NAGAR RD KANDIVALI E MUMBAI,1,4,RS,19.193692,72.868368,Mumbai Aided Schools Map.kml,74,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.868368 19.193692 0),RSWARD,PN,PN,ward_mismatch
SCH_00075,PAL RAJENDRA PRI MAR,aided,3-Co-educational,HANUMAN NAGAR AKURLIROAD KANDIVALI EAST MUMBAI 400101,1,4,RS,19.198096,72.865857,Mumbai Aided Schools Map.kml,75,www.rajendrapal.org,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.865857 19.198096 0),RSWARD,RS,RS,match
SCH_00076,SHREE RAGHVIR PRATHAMIK VIDYA,aided,3-Co-educational,Hanuman Nagar Narsi Pada Kandivali East Mumbai- 400101,1,4,RS,19.202375,72.86482,Mumbai Aided Schools Map.kml,76,www.education.maharashtra.gov.in/saral/27220200334,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.86482 19.202375 0),RSWARD,RS,RS,match
SCH_00077,SHRIRAM VIDYAMANDIR HINDI,aided,3-Co-educational,"BAHUJANHITAYCHAWLKRANTINAGAR,KANDIVALIE, MUMBAI",1,4,RS,19.192813,72.875783,Mumbai Aided Schools Map.kml,77,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.875783 19.192813 0),RSWARD,PN,PN,ward_mismatch
SCH_00078,RAJ MARATHI PRATHAMIK VIDYAMANDIR KANDIWALI,aided,3-Co-educational,Mahindra Compound Damu Nagar Akurli Road Kandivali East Mumbai 400101,1,4,RS,19.202145,72.879241,Mumbai Aided Schools Map.kml,78,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.879241 19.202145 0),RSWARD,RS,RS,match
SCH_00079,ADARSH VIDYALAYA LP,aided,3-Co-educational,"SIDDHARTH NAGAR, GOREGAON",1,4,PS,19.156796,72.842608,Mumbai Aided Schools Map.kml,79,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.842608 19.156796 0),PSWARD,PS,PS,match
SCH_00080,VIDYANIKETAN PRIMARY SCHOOL,aided,3-Co-educational,"M.G.ROAD,GOREGAON W",1,4,PS,19.16329,72.842573,Mumbai Aided Schools Map.kml,80,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.842573 19.16329 0),PSWARD,PS,PS,match
SCH_00081,VIVEK VIDYALAYA ENG PRIMARY SCHOOL,aided,3-Co-educational,BRIHANMUMBAI MAHANAGAR PALIKA,1,4,PS,19.15992,72.843981,Mumbai Aided Schools Map.kml,81,www.vivekvidyalaya.org,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.843981 19.15992 0),PSWARD,PS,PS,match
SCH_00082,N V MANDIR MAHARASHTRA VIDYALP,aided,3-Co-educational,"UNNAT NAGAR NO. 04, GOREGAON WEST",1,4,PS,19.165378,72.841203,Mumbai Aided Schools Map.kml,82,,Mumbai OpenCity / BMC,source_verified,True,POINT Z (72.841203 19.165378 0),PSWARD,PS,PS,match
