pseudocode,item_group,item_id,cpp_b,cpp_g,c1_b,c1_g,c2_b,c2_g,c3_b,c3_g,c4_b,c4_g,c5_b,c5_g,c6_b,c6_g,c7_b,c7_g,c8_b,c8_g,c9_b,c9_g,c10_b,c10_g,c11_b,c11_g,c12_b,c12_g
1094519,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1098081,1,1,9,5,3,1,1,2,1,2,2,1,1,0,3,1,3,0,4,0,0,0,0,0,0,0,0,0
1098081,1,2,6,6,7,6,5,4,7,6,3,4,5,3,7,6,3,12,7,9,0,0,0,0,0,0,0,0
1098081,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098081,1,4,2,2,3,4,1,0,1,0,0,2,1,1,2,4,3,1,1,1,0,0,0,0,0,0,0,0
1098081,2,5,2,0,2,1,0,1,0,1,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0
1098081,2,8,4,4,3,5,3,3,2,3,1,2,2,0,4,5,3,6,3,5,0,0,0,0,0,0,0,0
1098081,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1098081,3,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098532,1,1,13,21,6,7,4,4,7,5,0,2,7,2,1,2,0,6,7,4,0,0,0,0,0,0,0,0
1098532,1,2,7,4,2,1,5,3,3,1,8,6,0,1,2,3,4,5,3,3,0,0,0,0,0,0,0,0
1098532,1,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
1098532,1,4,10,10,4,3,2,5,3,2,5,3,0,3,2,2,0,2,1,3,0,0,0,0,0,0,0,0
1098532,2,5,5,8,2,3,3,3,4,2,0,1,1,0,0,2,0,1,4,2,0,0,0,0,0,0,0,0
1098532,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098532,2,8,6,2,1,1,2,0,0,0,2,0,0,0,2,1,2,3,2,1,0,0,0,0,0,0,0,0
1098532,3,13,0,0,0,0,4,5,6,3,7,8,0,4,1,6,3,10,0,0,0,0,0,0,0,0,0,0
1098567,1,1,0,0,0,0,0,1,1,2,0,0,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
1098567,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099495,1,1,0,0,1,1,1,1,1,1,1,1,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0
1099495,1,2,0,0,0,0,0,3,2,1,0,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1099495,1,4,0,0,0,0,1,0,1,1,1,1,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
1099495,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099495,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099495,2,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1099495,3,13,0,0,1,1,2,3,4,3,2,5,3,4,1,2,2,5,0,0,0,0,0,0,0,0,0,0
1101720,1,1,54,53,49,51,30,51,43,47,35,33,36,33,30,22,39,40,48,39,0,0,0,0,0,0,0,0
1101720,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1101720,1,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1101720,2,5,23,27,38,28,20,26,27,28,22,18,17,21,23,6,22,17,17,18,0,0,0,0,0,0,0,0
1101720,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101720,3,13,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1102059,1,1,0,0,26,22,13,21,20,19,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102059,1,2,0,0,1,1,2,4,2,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102059,1,4,0,0,0,2,1,2,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102059,2,5,0,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102059,2,8,0,0,1,0,1,4,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102059,2,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102059,3,13,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104890,1,1,3,6,1,1,2,0,2,1,1,0,1,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0
1104890,1,2,21,21,12,8,7,10,8,10,10,9,7,9,7,10,7,9,7,14,0,0,0,0,0,0,0,0
1104890,1,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104890,1,4,0,3,2,1,1,2,0,1,1,0,0,3,0,1,2,2,2,2,0,0,0,0,0,0,0,0
1104890,2,5,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1104890,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1104890,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1104890,2,8,10,12,7,3,1,4,2,6,0,0,0,0,0,1,0,0,3,7,0,0,0,0,0,0,0,0
1104890,2,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1104890,3,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1107281,1,1,23,10,7,27,17,6,18,15,15,10,10,8,13,14,17,11,15,14,0,0,0,0,0,0,0,0
1107281,1,2,0,0,0,0,1,0,1,0,3,4,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1107281,1,4,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0
1107281,2,5,11,9,4,15,10,2,11,4,6,6,8,4,8,9,10,3,11,5,0,0,0,0,0,0,0,0
1107281,2,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107281,3,13,0,0,0,3,0,0,1,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1110438,1,1,0,0,0,2,0,0,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1110438,1,4,0,0,0,0,2,0,1,3,3,2,0,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0
1110438,2,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1112910,1,1,0,0,22,15,24,12,22,23,27,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112910,1,2,0,0,4,1,4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112910,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112910,1,4,0,0,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112910,2,5,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112910,2,6,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112910,2,8,0,0,2,2,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112910,2,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112910,3,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113859,1,1,0,0,89,86,91,68,90,69,92,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113859,1,2,0,0,4,7,3,3,8,5,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113859,1,3,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113859,1,4,0,0,4,4,8,4,8,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113859,2,5,0,0,28,23,20,22,27,16,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113859,2,6,0,0,1,0,1,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113859,2,7,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113859,2,8,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113859,2,10,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113859,3,13,0,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117003,1,1,0,0,40,36,34,24,54,47,59,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117003,1,2,0,0,3,4,2,2,1,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117003,1,4,0,0,2,4,0,2,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117003,2,5,0,0,5,4,5,3,11,6,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117003,2,8,0,0,1,2,1,1,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117003,3,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117458,1,1,0,0,24,23,20,21,22,14,21,18,17,14,17,10,15,15,13,13,0,0,0,0,0,0,0,0
1117458,2,5,0,0,24,23,20,21,22,14,21,18,17,14,17,10,15,15,13,13,0,0,0,0,0,0,0,0
1117618,1,1,0,0,17,41,25,37,26,49,19,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117618,2,5,0,0,17,40,25,37,26,48,19,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117618,3,13,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118062,1,1,0,0,33,28,36,28,36,24,25,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118062,1,4,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118062,2,5,0,0,12,10,11,9,8,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118062,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118062,2,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118062,3,13,0,0,0,0,0,0,34,20,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119585,1,1,56,39,53,43,48,30,34,24,20,28,23,17,16,13,14,13,16,8,0,0,0,0,0,0,0,0
1119585,1,2,21,15,17,9,13,14,19,8,7,8,10,2,4,1,5,1,1,4,0,0,0,0,0,0,0,0
1119585,1,3,2,1,1,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1119585,1,4,19,15,8,4,8,8,3,5,7,5,0,2,5,2,3,4,0,2,0,0,0,0,0,0,0,0
1119585,2,5,6,5,10,6,7,4,4,3,4,6,2,4,5,1,2,1,1,1,0,0,0,0,0,0,0,0
1119585,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119585,2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119585,2,8,13,7,12,2,2,5,2,1,1,1,1,1,1,2,0,1,1,2,0,0,0,0,0,0,0,0
1119585,2,10,0,0,0,0,1,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1119585,3,13,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1123095,1,1,0,0,5,1,2,0,1,0,1,1,0,0,1,2,3,1,0,1,0,0,0,0,0,0,0,0
1123095,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1130315,1,1,0,0,6,5,4,3,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130315,2,5,0,0,6,5,4,3,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132210,1,1,124,84,67,72,43,41,33,21,22,19,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132210,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132210,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132210,2,5,123,84,65,72,42,41,33,20,22,18,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132210,2,6,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132210,3,13,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132288,1,1,0,0,32,28,29,21,36,28,35,32,42,42,39,41,33,36,41,36,0,0,0,0,0,0,0,0
1132288,1,2,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1132288,1,4,0,0,0,1,0,0,0,0,1,0,3,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1132288,2,5,0,0,19,19,14,6,18,8,18,20,24,21,11,7,17,13,23,18,0,0,0,0,0,0,0,0
1132288,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132288,3,13,0,0,1,1,1,0,0,0,1,1,2,2,1,2,7,4,0,0,0,0,0,0,0,0,0,0
1140694,1,1,2,2,0,0,0,0,2,4,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1140694,1,2,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140694,1,4,0,0,0,0,1,1,2,2,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
1140694,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140694,2,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143821,1,1,0,0,36,35,71,45,68,59,71,45,69,53,65,55,77,54,51,49,0,0,0,0,0,0,0,0
1143821,1,2,0,0,1,0,0,0,3,1,0,3,0,0,0,0,2,3,1,2,0,0,0,0,0,0,0,0
1143821,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1143821,1,4,0,0,1,0,2,0,6,4,13,3,1,2,0,2,1,3,0,4,0,0,0,0,0,0,0,0
1143821,2,5,0,0,33,22,55,33,61,46,63,38,51,41,52,41,65,41,48,44,0,0,0,0,0,0,0,0
1143821,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1143821,3,13,0,0,1,0,1,0,4,2,3,2,1,4,2,2,4,3,0,0,0,0,0,0,0,0,0,0
