pseudocode,balavatika_located_yn,special_training,material_training,free_text_books_pr,free_uniform_pr,free_text_books_up,free_uniform_up,acad_inspections,crc_coordinator,block_level_officers,district_officers,smc_exists,smc_smdc_same,smc_smdc_meetings,grants_receipt,grants_expenditure
5528770,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4761012,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3433730,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3323625,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7450863,2,9,2,2,2,1,2,0,0,0,0,1,1,0,0,0
4154329,2,9,2,1,2,1,2,1,9,1,0,1,3,3,0,0
5216338,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5154910,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6887550,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2786834,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5325581,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8881626,2,9,2,1,2,1,2,0,3,0,0,1,1,1,0,0
6964722,2,9,1,2,2,1,2,3,5,3,2,2,1,5,0,0
8785848,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5742752,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1743140,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1142713,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9544874,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5329567,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5086384,1,9,1,1,1,1,1,2,4,2,1,1,1,6,0,0
7381809,2,9,2,1,2,1,2,0,2,0,0,1,1,0,0,0
1738272,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8314216,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5446274,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2356243,2,9,1,1,2,1,2,0,5,0,0,1,1,0,32752,32752
7668724,0,9,2,2,2,2,2,0,0,0,0,9,2,0,0,0
9228691,2,9,2,2,2,2,2,0,0,0,0,1,1,0,115138,115138
8439968,2,9,2,2,2,1,2,1,4,0,0,1,1,4,0,0
5894303,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5301017,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2452094,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1201384,2,9,2,2,2,1,2,2,6,0,1,1,1,2,0,0
6880174,2,9,2,1,2,1,2,1,2,2,0,1,1,2,105649,105570
6206138,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8876036,0,9,2,2,2,2,2,0,0,0,0,1,1,0,0,0
4857915,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4982259,2,9,2,1,2,1,2,1,2,0,0,1,1,5,0,0
7602497,2,9,2,1,2,1,2,0,5,0,0,1,1,4,0,0
1303161,2,9,2,1,2,1,2,0,10,2,0,1,1,6,0,0
6461195,2,9,2,1,2,1,2,0,7,0,0,1,1,0,0,0
4116504,2,9,1,1,2,1,2,0,7,0,0,1,3,0,165541,165541
3083055,0,9,1,2,2,2,2,1,1,1,0,1,2,0,0,0
2340409,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8530507,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9372099,2,9,1,2,2,2,2,0,0,0,0,1,1,0,68000,0
6194860,2,9,1,2,2,1,1,0,0,0,0,1,1,0,0,0
4996702,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1629552,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4273766,2,9,2,2,2,1,2,1,5,1,1,1,1,2,0,0
2190094,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9731459,0,9,2,2,2,2,2,0,0,0,0,9,1,0,55235790,55235790
1687039,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1583446,2,9,2,1,2,1,2,3,5,2,2,1,1,2,0,0
8231992,1,9,2,2,2,1,1,1,4,0,1,1,1,0,174190,170151
8002655,0,9,2,2,2,1,2,0,2,0,0,1,1,0,0,0
7890917,2,9,2,1,2,1,2,0,4,0,0,1,1,0,338006,338006
9183590,2,9,2,1,2,1,2,0,3,1,0,1,1,0,0,0
2743529,2,9,1,1,1,1,1,0,3,2,1,1,1,4,0,0
5318715,2,9,2,1,2,1,2,0,3,1,0,1,3,0,0,0
5884748,0,9,2,2,2,1,1,0,3,1,0,1,1,3,0,0
5055837,2,9,2,2,2,2,2,0,3,0,0,1,1,0,0,0
1725651,2,9,1,1,2,1,2,0,2,0,0,1,1,0,0,0
5708406,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9352567,2,9,1,1,2,1,2,2,4,1,1,1,1,2,0,0
2547945,2,9,2,2,2,1,2,0,5,0,3,1,1,2,0,0
8717097,2,9,1,1,2,1,2,0,3,2,0,1,3,0,0,0
2740486,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7584229,0,9,2,2,2,2,2,3,4,1,1,9,1,0,0,0
1763522,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6584433,2,9,2,2,2,1,2,3,3,0,3,1,1,3,116930,116930
3189330,0,9,2,2,2,1,2,0,4,0,0,1,1,2,0,0
2941449,2,9,2,1,1,1,1,0,2,0,0,1,1,0,0,0
5511556,2,9,2,1,2,1,2,0,3,0,0,1,1,3,122381,122381
4904254,2,9,1,2,2,1,2,3,12,2,0,1,1,24,0,0
4847799,0,9,2,2,2,2,1,1,2,2,0,1,1,4,0,0
8453454,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9215904,0,9,2,2,2,1,1,1,1,0,0,1,1,4,0,0
8678137,2,9,2,1,2,1,2,0,1,0,0,1,3,2,77778,77778
5336684,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4370363,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4733878,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3063764,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9858451,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3591493,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9190204,2,9,2,1,2,1,2,0,4,2,0,1,1,0,0,0
1966843,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6843501,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2393261,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7693578,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3983411,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1263824,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2975818,2,9,2,1,2,1,2,0,3,0,2,1,1,3,0,0
1302852,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6400704,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6789140,2,9,1,1,2,1,2,1,4,1,0,1,1,10,186696,0
7670009,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5542882,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2178034,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6485342,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4122124,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2593711,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1773932,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8225975,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5102701,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5931263,2,9,2,1,2,1,2,1,12,1,1,1,1,4,0,0
4300307,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4751097,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2091245,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1108689,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1346120,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1304578,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8289668,0,9,2,2,2,1,2,0,0,0,0,1,2,0,0,0
7966270,0,9,2,2,2,1,2,1,5,0,0,1,1,3,21130,21130
7115834,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4056320,2,9,1,2,2,1,1,0,3,0,0,1,1,0,0,0
2735991,0,9,2,2,2,2,2,0,2,0,0,9,1,0,0,0
6892278,2,9,2,1,2,1,2,1,3,0,0,1,1,3,0,0
2273406,2,9,2,2,1,2,1,0,4,0,0,1,1,0,0,0
6966497,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6193670,2,9,2,1,2,1,2,0,8,1,0,1,3,4,60746,0
4372918,0,9,2,2,2,2,2,0,0,0,0,9,1,0,0,0
5195723,0,9,2,2,2,2,2,0,2,0,0,9,1,2,0,0
2485822,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4035502,2,9,2,1,2,1,2,0,3,0,0,1,1,0,69770,69770
1003436,2,9,2,1,2,1,2,4,6,0,1,1,1,4,0,0
9857607,2,9,2,2,2,1,2,5,14,0,0,1,3,4,0,0
3237479,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2457080,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9570806,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6009386,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9648316,2,9,2,1,2,1,2,0,1,0,0,1,1,4,0,0
1530467,0,9,1,2,2,1,2,1,2,1,0,1,3,6,0,0
4227361,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9588511,1,9,1,2,2,2,2,0,0,0,0,1,2,3,0,0
4499862,0,9,2,2,2,2,2,0,2,0,0,1,1,0,0,0
2653062,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7323977,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8053179,2,9,2,2,2,1,1,0,0,0,0,1,1,0,0,0
2590817,2,9,1,2,2,1,2,0,0,0,0,1,1,0,0,0
3546696,0,9,2,2,2,2,2,0,0,0,0,1,1,0,0,0
6068906,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7990222,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5393713,2,9,2,2,2,1,2,1,2,0,1,1,1,4,0,0
8105976,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3741365,2,9,1,2,1,1,1,1,5,1,1,1,1,2,100000000,100000000
8289719,2,9,2,1,2,1,2,2,3,1,0,1,1,2,0,0
9864365,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4584866,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5296801,2,9,1,1,2,1,2,0,10,5,3,1,1,0,0,0
7083178,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8278351,2,9,2,1,2,1,2,1,1,0,0,1,1,2,0,0
8662201,0,9,2,2,2,2,2,1,1,0,0,1,1,2,0,0
2508063,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7839185,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7101838,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9376347,0,9,2,2,2,2,2,0,7,3,0,9,1,2,219443,0
2851375,2,9,2,2,2,1,2,0,1,0,0,1,1,2,115284,115284
8190299,2,9,2,1,2,1,2,2,2,0,0,1,1,2,0,0
9381339,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6951673,2,9,1,2,2,1,2,0,0,0,0,1,1,0,0,0
2382797,0,9,2,2,2,2,2,0,0,0,0,9,1,0,765512,765512
1232739,2,9,1,2,2,2,2,1,1,0,0,1,1,6,0,0
2721295,2,9,2,1,2,1,2,0,2,0,0,1,3,4,0,0
2944778,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7591438,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6363845,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8849781,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3773057,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1969992,2,9,2,2,2,1,2,1,3,0,0,1,1,4,0,0
6299379,2,9,1,2,2,2,2,0,4,1,0,1,1,3,0,0
4573107,2,9,1,1,2,1,2,1,3,0,0,1,1,0,0,0
5895001,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6874905,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8480610,0,9,2,2,2,2,2,0,0,0,0,9,1,0,0,0
6847986,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3926217,2,9,1,1,2,1,2,0,3,0,0,1,1,0,0,0
2295507,2,9,2,1,2,1,2,0,2,0,0,1,1,0,0,0
3044753,2,9,2,1,2,1,2,0,3,0,0,1,3,4,0,0
7640056,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2104602,2,9,2,1,2,1,2,1,5,1,1,1,3,2,0,0
8382644,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7797655,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6529656,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6439697,2,9,1,1,2,1,2,0,0,0,0,1,1,0,0,0
6241997,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5998773,2,9,2,2,2,2,2,1,2,0,0,1,1,0,0,0
7662504,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6170707,2,9,2,1,2,1,2,0,4,1,0,1,3,2,0,0
3906392,2,9,2,2,2,1,1,0,6,0,0,1,1,0,0,0
3856575,2,9,2,1,2,1,2,0,2,0,0,1,3,3,0,0
9003148,2,9,2,1,2,1,2,0,10,0,0,1,1,0,0,0
8996919,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6484058,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2611777,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4160364,2,9,2,2,2,1,2,3,4,0,0,1,1,0,36935,0
7051913,2,9,2,1,2,1,2,0,1,0,0,1,1,5,0,0
7743101,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9493101,0,9,2,2,2,2,2,1,2,3,2,9,2,0,0,0
6254426,0,9,2,2,2,2,2,1,1,1,1,9,2,0,0,0
7591123,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3750565,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5426269,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4667751,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4577277,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6346018,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6090817,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4734105,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2482744,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5772419,2,9,2,1,2,1,2,2,4,1,0,1,1,4,0,0
5485445,0,9,2,2,2,1,2,0,2,0,0,1,3,0,0,0
8297147,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2569538,2,9,2,1,2,1,2,1,3,0,0,1,1,0,0,0
4876621,2,9,2,1,2,1,2,0,0,0,0,1,3,3,0,0
2275379,2,9,2,1,2,1,2,3,3,1,0,1,1,3,0,0
1412813,0,9,1,2,2,2,2,1,4,0,0,9,1,5,0,0
3539111,1,9,1,2,2,2,2,3,0,0,2,1,1,1,470000,445791
7570738,2,9,2,2,2,1,2,2,1,1,0,1,3,3,0,0
3957144,2,9,2,1,2,1,2,0,5,0,0,1,1,0,66388,0
1030658,0,9,2,2,2,2,2,2,1,1,0,9,1,2,0,0
1204292,0,9,2,2,2,1,2,0,1,1,0,1,1,5,0,0
6756183,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1291187,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2106628,0,9,2,2,2,2,2,0,2,0,0,9,2,0,0,0
7024062,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1994929,0,9,2,2,2,2,2,0,0,0,0,1,1,3,0,0
7050368,2,9,1,2,2,1,2,0,0,0,0,1,1,4,0,0
9460794,2,9,2,1,2,1,2,0,3,0,0,1,1,0,0,0
4157352,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7446642,2,9,2,2,2,1,2,0,0,0,0,1,1,0,0,0
3030048,2,9,1,1,2,1,2,0,5,1,1,1,1,3,0,0
6360702,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5201331,0,9,2,2,2,1,2,0,2,0,0,1,1,0,0,0
2858508,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3655077,2,9,2,1,2,1,2,0,3,0,0,1,1,0,0,0
3922423,0,9,2,2,2,1,1,3,3,1,0,1,1,2,0,0
3067600,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4198957,2,9,2,1,2,1,2,0,1,0,0,1,1,0,0,0
7081844,0,9,2,2,2,2,2,1,1,1,1,9,1,0,0,0
2260146,2,9,2,1,2,1,2,2,4,6,0,1,1,0,0,0
9904283,2,9,2,2,2,1,2,0,3,1,0,1,1,0,0,0
8314296,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9595450,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7495939,2,9,1,1,2,1,2,5,4,0,1,1,1,4,48934,48934
6143934,0,9,2,2,2,1,2,1,2,0,0,1,1,2,0,0
6774837,2,9,1,2,2,1,2,0,0,0,0,1,3,0,0,0
1850421,2,9,1,1,1,1,1,0,1,0,1,1,1,3,0,0
6450574,2,9,2,1,2,1,2,0,2,0,0,1,1,3,305060,270345
7958563,2,9,2,1,2,1,2,0,12,2,1,1,1,0,0,0
3925373,2,9,2,1,2,1,2,2,4,0,0,1,1,0,194000,194000
9603864,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1397644,2,9,1,1,2,1,2,2,2,0,0,1,1,0,0,0
7108082,2,9,2,2,1,1,1,2,4,0,0,1,1,0,0,0
8095227,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2616549,2,9,2,1,1,1,1,1,2,0,0,1,3,4,0,0
6682506,2,9,2,1,2,1,2,0,1,0,0,1,3,0,0,0
5460334,2,9,2,1,2,1,2,0,2,1,0,1,1,4,276821,276821
1794124,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4789615,2,9,2,1,2,1,2,0,1,0,0,1,1,0,0,0
3655689,2,9,2,1,2,1,2,0,1,0,0,1,1,0,0,0
1565655,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4587762,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3549475,2,9,2,2,2,1,2,0,2,0,0,1,1,3,90973,90973
1042996,2,9,2,1,2,1,2,0,4,0,0,1,1,0,0,0
7451350,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9830673,2,9,1,1,2,1,2,2,0,0,0,1,1,0,0,0
5531437,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6649567,2,9,1,1,2,1,2,0,2,0,0,1,1,0,303344,0
4071864,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2591292,2,9,2,1,2,1,2,0,2,0,0,1,1,0,0,0
3419683,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9280226,2,9,2,1,2,1,2,1,4,0,0,1,1,2,0,0
5214413,2,9,2,2,2,1,2,0,5,0,0,1,3,2,0,0
6642951,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9960693,0,9,1,2,2,2,2,0,1,0,0,1,1,0,0,0
2022094,2,9,2,1,2,1,2,0,2,0,0,1,1,4,0,0
8806027,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2441087,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1691502,0,9,2,2,2,1,2,0,0,0,0,1,2,1,0,0
4984043,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2168999,0,9,2,2,2,2,2,0,4,1,0,9,1,4,0,0
9755801,2,9,2,1,2,1,2,0,2,0,0,1,1,0,0,0
1433553,2,9,2,1,2,1,2,0,3,0,0,1,3,8,0,0
3068163,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4458923,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1503157,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1873889,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5299697,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9439004,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4243548,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1307305,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8803069,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5165692,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3027324,2,9,1,1,2,1,2,1,4,0,0,1,1,1,0,0
5068210,2,9,2,2,2,2,2,0,0,0,0,1,1,0,0,0
1062929,2,9,2,1,2,1,2,0,0,0,0,1,1,0,0,0
8118696,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9580494,0,9,2,2,2,1,2,1,1,0,0,1,1,4,0,0
9350807,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3588204,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2943390,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8476073,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7468920,2,9,2,2,2,1,2,0,2,0,0,1,1,0,0,0
2008419,2,9,2,1,2,1,2,0,4,0,0,1,1,0,0,0
9908658,2,9,2,1,2,1,1,1,1,0,0,1,1,2,0,0
9488947,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5528676,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9516563,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4216673,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1676857,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7837910,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4275134,2,9,2,2,2,1,2,2,4,0,0,1,1,3,0,0
3695604,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
