pseudocode,item_group,item_id,cpp_b,cpp_g,c1_b,c1_g,c2_b,c2_g,c3_b,c3_g,c4_b,c4_g,c5_b,c5_g,c6_b,c6_g,c7_b,c7_g,c8_b,c8_g,c9_b,c9_g,c10_b,c10_g,c11_b,c11_g,c12_b,c12_g
1044270,8,4,30,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044270,8,5,25,22,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044270,8,6,3,2,31,23,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044270,8,7,0,0,0,0,38,29,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044270,8,8,0,0,0,0,0,0,33,39,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044270,8,9,0,0,0,0,0,0,0,0,34,21,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044270,8,10,0,0,0,0,0,0,0,0,0,0,34,39,7,9,0,0,0,0,0,0,0,0,0,0,0,0
1044270,8,11,0,0,0,0,0,0,0,0,0,0,0,0,32,36,12,17,0,0,0,0,0,0,0,0,0,0
1044270,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,23,22,18,0,0,0,0,0,0,0,0
1044270,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,13,19,26,0,0,0,0,0,0
1044270,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,21,16,0,0,0,0
1044270,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,0,0,0,0
1044270,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1046524,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1046524,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,0,0,0,0
1046524,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0
1046524,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0
1062929,8,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062929,8,9,0,0,0,0,0,0,0,0,0,0,42,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062929,8,10,0,0,0,0,0,0,0,0,0,0,78,78,41,39,0,1,0,0,0,0,0,0,0,0,0,0
1062929,8,11,0,0,0,0,0,0,0,0,0,0,2,0,55,70,66,70,3,4,0,0,0,0,0,0,0,0
1062929,8,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48,37,69,93,5,5,0,0,0,0,0,0
1062929,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,30,16,98,86,1,1,0,0,0,0
1062929,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,19,97,131,2,8,0,0
1062929,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,16,25,51,94,5,5
1062929,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,34,35,55,88
1062929,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,22,41
1062929,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2
1062929,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
1062929,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1063480,8,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063480,8,9,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063480,8,10,0,0,0,0,0,0,0,0,0,0,0,134,0,75,0,1,0,0,0,0,0,0,0,0,0,0
1063480,8,11,0,0,0,0,0,0,0,0,0,0,0,10,0,110,0,91,0,1,0,1,0,0,0,0,0,0
1063480,8,12,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,101,0,116,0,1,0,0,0,0,0,0
1063480,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,68,0,132,0,0,0,0,0,0
1063480,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,50,0,101,0,0,0,0
1063480,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,40,0,0,0,0
1063899,8,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063899,8,9,0,0,0,0,0,0,0,0,0,0,41,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063899,8,10,0,0,0,0,0,0,0,0,0,0,90,64,41,25,0,0,0,0,0,0,0,0,0,0,0,0
1063899,8,11,0,0,0,0,0,0,0,0,0,0,6,3,83,71,18,41,0,0,0,0,0,0,0,0,0,0
1063899,8,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,87,70,42,50,1,4,0,0,0,0,0,0
1063899,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,88,45,75,70,3,1,0,0,0,0
1063899,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,2,29,25,81,67,5,1,0,0
1063899,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,14,11,56,38,4,4
1063899,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,16,14,39,29
1063899,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,7,12
1063899,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1
1063899,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1072417,8,9,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072417,8,10,0,0,0,0,0,0,0,0,0,0,0,185,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1072417,8,11,0,0,0,0,0,0,0,0,0,0,0,2,0,176,0,118,0,0,0,0,0,0,0,0,0,0
1072417,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,121,0,166,0,0,0,0,0,0,0,0
1072417,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,109,0,154,0,0,0,0,0,0
1072417,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,105,0,128,0,0,0,0
1072417,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,115,0,0,0,0
1072417,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0
1073258,8,9,0,0,0,0,0,0,0,0,0,0,48,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073258,8,10,0,0,0,0,0,0,0,0,0,0,89,95,44,37,0,0,0,0,0,0,0,0,0,0,0,0
1073258,8,11,0,0,0,0,0,0,0,0,0,0,5,2,79,55,88,84,4,4,0,0,0,0,0,0,0,0
1073258,8,12,0,0,0,0,0,0,0,0,0,0,0,1,4,1,53,32,87,99,8,5,0,0,0,0,0,0
1073258,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,35,119,99,5,6,0,0,0,0
1073258,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,38,27,107,102,0,0,0,0
1073258,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,35,23,0,0,0,0
1073258,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,4,0,0,0,0
1073258,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1073258,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1083387,8,5,0,0,46,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083387,8,6,0,0,57,56,40,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083387,8,7,0,0,1,1,71,54,37,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083387,8,8,0,0,0,0,2,0,74,53,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083387,8,9,0,0,0,0,0,0,0,0,70,40,32,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083387,8,10,0,0,0,0,0,0,0,0,0,1,66,69,28,19,0,0,0,0,0,0,0,0,0,0,0,0
1083387,8,11,0,0,0,0,0,0,0,0,0,0,0,0,60,42,42,33,0,1,0,0,0,0,0,0,0,0
1083387,8,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,52,45,64,61,0,0,0,0,0,0,0,0
1083387,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48,37,58,52,0,0,0,0,0,0
1083387,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,41,34,35,26,0,0,0,0
1083387,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,25,0,0,0,0
1091073,8,9,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091073,8,10,0,0,0,0,0,0,0,0,0,0,5,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0
1091073,8,11,0,0,0,0,0,0,0,0,0,0,0,2,6,7,5,8,0,1,0,0,0,0,0,0,0,0
1091073,8,12,0,0,0,0,0,0,0,0,0,0,1,0,1,3,10,1,8,5,1,3,0,0,0,0,0,0
1091073,8,13,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,1,7,3,10,12,0,1,0,0,0,0
1091073,8,14,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,4,1,9,5,0,0,0,0
1091073,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,9,0,0,0,0
1091073,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1094742,8,9,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094742,8,10,0,0,0,0,0,0,0,0,0,0,24,31,6,11,1,0,0,0,0,0,0,0,0,0,0,0
1094742,8,11,0,0,0,0,0,0,0,0,0,0,0,1,23,14,22,20,0,1,0,0,0,0,0,0,0,0
1094742,8,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,14,7,25,18,2,1,0,0,0,0,0,0
1094742,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,5,22,22,5,2,0,0,0,0
1094742,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,4,22,21,1,2,0,0
1094742,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,7,2,6,0,1
1094742,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3,1,6,7
1094742,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5
1094742,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1096492,8,9,0,0,0,0,0,0,0,0,0,0,39,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1096492,8,10,0,0,0,0,0,0,0,0,0,0,287,0,50,0,3,0,0,0,0,0,0,0,0,0,0,0
1096492,8,11,0,0,0,0,0,0,0,0,0,0,69,0,267,0,143,0,1,0,0,0,0,0,0,0,0,0
1096492,8,12,0,0,0,0,0,0,0,0,0,0,6,0,57,0,254,0,151,0,5,0,0,0,0,0,0,0
1096492,8,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41,0,214,0,164,0,2,0,0,1,0,0
1096492,8,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,51,0,186,0,162,0,3,1,0,1
1096492,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,28,0,176,0,100,87,1,6
1096492,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,24,0,61,53,72,60
1096492,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,5,57,46
1096492,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,2
1096557,8,9,0,0,0,0,0,0,0,0,0,0,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096557,8,10,0,0,0,0,0,0,0,0,0,0,81,72,36,29,0,0,0,0,0,0,0,0,0,0,0,0
1096557,8,11,0,0,0,0,0,0,0,0,0,0,9,5,65,69,64,39,2,0,0,0,0,0,0,0,0,0
1096557,8,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,33,20,92,81,1,1,0,0,0,0,0,0
1096557,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25,12,83,97,0,0,0,0,0,0
1096557,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,17,12,100,94,0,0,0,0
1096557,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,9,0,0,0,0
1098640,8,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098640,8,9,0,0,0,0,0,0,0,0,0,0,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0
1098640,8,10,0,0,0,0,0,0,0,0,0,0,2,2,4,8,3,4,0,0,0,0,0,0,0,0,0,0
1098640,8,11,0,0,0,0,0,0,0,0,0,0,1,3,9,3,4,2,1,1,0,0,0,0,0,0,0,0
1098640,8,12,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,5,5,2,2,2,0,0,0,0,0,0
1098640,8,13,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,3,2,6,7,6,0,1,0,0,0,0
1098640,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,7,4,1,9,0,0,0,0
1098640,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,1,7,7,0,0,0,0
1098640,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,5,0,0,0,0
1098640,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,1,0,0,0,0
1098640,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1098640,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1098640,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1105893,8,9,0,0,0,0,0,0,0,0,0,0,25,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1105893,8,10,0,0,0,0,0,0,0,0,0,0,81,52,33,18,0,0,0,0,0,0,0,0,0,0,0,0
1105893,8,11,0,0,0,0,0,0,0,0,0,0,4,1,74,38,52,43,1,1,0,0,0,0,0,0,0,0
1105893,8,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,38,27,69,43,0,0,0,0,0,0,0,0
1105893,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,35,26,69,33,0,1,0,0,0,0
1105893,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,43,22,56,35,0,0,0,0
1105893,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,47,33,0,0,0,0
1105893,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1108689,8,9,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108689,8,10,0,0,0,0,0,0,0,0,0,0,4,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1108689,8,11,0,0,0,0,0,0,0,0,0,0,1,0,6,10,3,4,0,0,1,0,0,0,0,0,0,0
1108689,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,7,2,0,0,0,0,0,0,0,0
1108689,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,2,3,0,0,0,0,0,0
1108689,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,4,3,3,0,0,0,0
1108689,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
1108689,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1113512,8,9,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113512,8,10,0,0,0,0,0,0,0,0,0,0,11,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1113512,8,11,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
1113512,8,12,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,7,5,4,0,0,0,0,0,0,0,0
1113512,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,4,0,0,0,0,0,0
1113512,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,23,16,0,0,0,0
1113512,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,8,0,0,0,0
1113512,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0
1113512,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1113512,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1113689,8,9,0,0,0,0,0,0,0,0,0,0,9,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1113689,8,10,0,0,0,0,0,0,0,0,0,0,41,21,7,5,0,0,0,0,0,0,0,0,0,0,0,0
1113689,8,11,0,0,0,0,0,0,0,0,0,0,8,0,28,17,6,13,2,1,0,0,0,0,0,0,0,0
1113689,8,12,0,0,0,0,0,0,0,0,0,0,0,0,6,2,23,27,16,7,1,0,0,0,0,0,0,0
1113689,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,23,15,18,13,1,0,0,0,0,0
1113689,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,27,8,21,15,0,0,0,0
1113689,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,19,8,22,9,0,0
1113689,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,14,5,12,14
1113689,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,14,8
